T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     160.297                 -1256.182             
200     99.534                  -1260.022             
298.15  91.396                  -1261.786             
300     91.398                  -1261.804             
400     95.355                  -1264.542             
500     103.240                 -1265.774             
600     112.492                 -1266.082             
700     122.143                 -1265.710             
800     131.785                 -1264.839             
900     141.238                 -1316.686             
1000    150.428                 -1322.424             
1100    159.326                 -1319.324             
1200    167.930                 -1315.827             
1300    176.245                 -1311.983             
1400    184.281                 -1435.265             
1500    192.049                 1429.556              
1600    199.560                 -1423.656             
1700    206.826                 -1417.595             
1800    213.861                 -1411.397             
1900    220.675                 -1405.080             
2000    227.279                 -1398.658             
2100    233.686                 -1392.145             
2200    239.906                 -1385.549             
2300    245.948                 -1378.878             
2400    251.822                 -1372.138             
2500    257.537                 -1365.335             
