T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     331.486                 -716.955              
200     225.392                 -719.246              
298.15  211.961                 -718.686              
300     211.964                 -718.656              
400     218.289                 -716.310              
500     230.766                 -712.976              
600     245.237                 -709.197              
700     260.126                 -719.884              
800     274.785                 -715.902              
900     288.958                 -711.544              
1000    302.560                 -706.789              
1100    315.578                 -701.619              
1200    328.032                 -696.018              
1300    339.955                 -689.997              
1400    351.385                 -683.595              
1500    362.360                 -676.835              
