T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     242.109                 -174.972              
200     181.860                 -175.096              
298.15  174.836                 -175.393              
300     174.838                 -175.400              
400     177.901                 -191.933              
500     183.723                 -234.996              
600     190.305                 -233.448              
700     197.009                 236.428               
800     203.627                 -234.040              
900     210.098                 -230.941              
1000    216.415                 -227.076              
