T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  133.888                 -1886.984             
300     133.890                 -1886.963             
400     138.583                 -1887.964             
500     147.976                 -1885.646             
600     160.956                 -1868.862             
700     175.703                 -1866.685             
800     189.387                 -1864.291             
900     202.131                 1861.649              
1000    214.054                 -1858.748             
1100    225.264                 -1934.537             
1200    235.851                 -1930.056             
1300    245.891                 -1925.232             
1400    255.448                 -1920.057             
1500    264.576                 -1914.526             
