T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  52.733                  -265.813              
300     52.734                  -265.818              
400     54.285                  -265.805              
500     57.404                  -265.453              
600     61.056                  -264.976              
700     64.827                  -264.458              
800     68.546                  -263.917              
900     72.143                  -263.396              
1000    75.593                  -262.961              
1100    78.891                  -262.672              
1200    82.040                  -266.509              
1300    85.049                  -265.774              
1400    87.929                  -265.054              
1500    90.688                  -264.357              
1600    93.337                  -263.692              
1700    95.884                  -263.070              
1800    98.338                  -262.501              
1900    100.706                 -261.995              
2000    102.995                 -276.251              
2100    105.211                 -276.653              
2200    107.359                 -276.968              
2300    109.443                 -277.232              
2400    111.468                 -277.503              
2500    113.436                 -277.779              
2600    115.348                 -278.060              
2700    117.208                 -278.345              
2800    119.019                 -278.635              
2900    120.782                 -278.929              
3000    122.499                 -279.227              
3100    124.174                 -279.527              
3200    125.807                 -279.832              
3300    127.400                 280.139               
3400    128.956                 -280.449              
3500    130.475                 -280.761              
3600    131.960                 -281.076              
3700    133.412                 -690.492              
3800    134.832                 -689.578              
3900    136.221                 -688.721              
4000    137.581                 -687.920              
4100    138.913                 -687.174              
4200    140.219                 -686.481              
4300    141.498                 -685.839              
4400    142.752                 -685.247              
4500    143.982                 -684.701              
