T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     146.771                 -643.073              
200     95.923                  -642.688              
298.15  89.629                  -641.616              
300     89.630                  -641.593              
400     92.493                  -640.237              
500     98.022                  -638.773              
600     104.326                 -637.269              
700     110.737                 -635.756              
800     117.001                 -634.254              
900     123.022                 -632.773              
1000    129.341                 -596.730              
1100    138.775                 -594.706              
1200    147.335                 -592.694              
1300    155.169                 -590.692              
1400    162.390                 -716.109              
1500    169.087                 -712.774              
1600    175.331                 -709.448              
1700    181.179                 -706.130              
1800    186.678                 -702.822              
1900    191.867                 -699.523              
2000    196.780                 -696.234              
2100    201.444                 -692.957              
2200    205.884                 -689.692              
2300    210.119                 -686.441              
2400    214.169                 -683.206              
2500    218.048                 -679.988              
