T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     261.768                 -132.382              
200     228.978                 -134.133              
298.15  232.991                 -136.106              
300     232.992                 -136.133              
400     234.753                 -137.417              
500     238.243                 -138.341              
600     242.326                 -139.011              
700     246.571                 -139.515              
800     250.792                 -139.912              
900     254.908                 -140.225              
1000    258.884                 -140.475              
1100    262.709                 -140.673              
1200    266.383                 -140.827              
1300    269.911                 -140.944              
1400    273.300                 -141.031              
1500    276.558                 -141.093              
