T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     270.575                 -164.858              
200     233.532                 -165.627              
250     229.917                 -166.272              
298.15  229.108                 -166.942              
300     229.109                 -166.968              
350     229.723                 -167.694              
400     231.107                 -168.495              
450     232.923                 -169.407              
500     234.983                 -176.444              
600     239.428                 -178.344              
700     243.971                 -180.036              
800     248.423                 -181.615              
900     252.710                 -183.147              
1000    256.805                 -184.646              
1100    260.705                 -186.120              
1200    264.414                 -187.573              
1300    267.942                 -189.012              
1400    271.303                 -190.435              
1500    274.507                 -191.840              
1600    277.567                 -193.228              
1700    280.493                 -485.074              
1800    283.295                 -484.930              
1900    285.983                 -484.792              
2000    288.565                 -484.664              
2100    291.047                 -484.547              
2200    293.439                 -484.444              
2300    295.744                 -484.358              
2400    297.970                 -484.292              
2500    300.120                 -484.249              
2600    302.201                 -484.232              
2700    304.216                 -484.245              
2800    306.170                 -484.290              
2900    308.065                 -484.371              
3000    309.905                 -484.492              
3100    311.693                 -484.655              
3200    313.432                 -484.864              
3300    315.124                 -485.121              
3400    316.772                 -485.430              
3500    318.379                 -485.794              
3600    319.945                 -486.215              
3700    321.474                 -486.697              
3800    322.966                 -487.241              
3900    324.424                 -487.852              
4000    325.848                 -488.531              
4100    327.241                 -489.281              
4200    328.604                 -490.105              
4300    329.938                 -491.007              
4400    331.245                 -491.947              
4500    332.524                 -492.992              
4600    333.778                 -494.125              
4700    335.008                 -495.345              
4800    336.214                 -496.653              
4900    337.397                 -498.054              
5000    338.558                 -499.550              
5100    339.698                 -501.134              
5200    340.818                 -502.830              
5300    341.918                 -504.630              
5400    342.999                 -506.540              
5500    344.062                 -508.562              
5600    345.107                 -510.701              
5700    346.135                 -512.959              
5800    347.146                 -515.342              
5900    348.141                 -517.851              
6000    349.121                 -520.490              
