T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  50.208                  -57.820               
300     50.209                  -57.776               
400     51.780                  -55.104               
500     54.933                  -51.924               
600     58.657                  -48.360               
700     62.555                  -44.498               
800     66.455                  -40.400               
900     70.278                  -36.122               
1000    73.987                  -31.708               
1100    77.565                  -27.187               
1200    81.010                  -22.580               
1300    84.322                  -17.907               
1400    87.505                  -13.188               
1500    90.566                  -8.439                
