T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     334.474                 -500.617              
200     291.624                 -502.160              
250     287.187                 -502.664              
298.15  286.174                 -503.030              
300     286.176                 -503.042              
350     286.959                 -503.337              
400     288.742                 -505.795              
450     291.099                 -506.674              
500     293.785                 -507.579              
600     299.615                 -508.863              
700     305.600                 -509.821              
800     311.484                 -510.594              
900     317.161                 -564.383              
1000    322.592                 -563.757              
1100    327.767                 -563.139              
1200    332.694                 -562.536              
1300    337.384                 -561.953              
1400    341.852                 -561.393              
1500    346.115                 -560.859              
1600    350.185                 -560.351              
1700    354.079                 -559.869              
1800    357.809                 -559.411              
1900    361.387                 -558.975              
2000    364.825                 -558.557              
2100    368.131                 -558.152              
2200    371.315                 -557.755              
2300    374.386                 -557.360              
2400    377.350                 -556.962              
2500    380.215                 -556.555              
2600    382.987                 -556.132              
2700    385.672                 -555.689              
2800    388.274                 -555.221              
2900    390.799                 -554.722              
3000    393.250                 -554.190              
3100    395.633                 -553.620              
3200    397.950                 -553.010              
3300    400.205                 -552.356              
3400    402.402                 -551.657              
3500    404.543                 -550.911              
3600    406.630                 -550.118              
3700    408.667                 -549.276              
3800    410.656                 -548.385              
3900    412.599                 -547.445              
4000    414.498                 -546.456              
4100    416.355                 -545.419              
4200    418.172                 -544.333              
4300    419.950                 -543.200              
4400    421.692                 -542.021              
4500    423.398                 -540.796              
4600    425.070                 -539.526              
4700    426.709                 -538.213              
4800    428.317                 -536.858              
4900    429.895                 -535.461              
5000    431.444                 -534.024              
5100    432.964                 -532.549              
5200    434.458                 -531.036              
5300    435.925                 -529.486              
5400    437.368                 -527.901              
5500    438.786                 -526.281              
5600    440.180                 -524.628              
5700    441.552                 -522.942              
5800    442.902                 -521.226              
5900    444.230                 -519.479              
6000    445.538                 -517.703              
