T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     262.006                 55.155                
200     236.408                 55.040                
250     234.005                 54.737                
298.15  233.474                 54.392                
300     233.474                 54.378                
350     233.873                 53.997                
400     234.767                 53.605                
450     235.937                 53.208                
500     237.258                 52.804                
600     240.100                 51.975                
700     242.995                 51.109                
800     245.824                 50.217                
900     248.543                 49.261                
1000    251.136                 48.172                
1100    253.600                 46.886                
1200    255.942                 41.416                
1300    258.168                 40.455                
1400    260.285                 39.409                
1500    262.302                 38.267                
1600    264.227                 37.014                
1700    266.067                 35.637                
1800    267.828                 34.124                
1900    269.517                 32.461                
2000    271.138                 15.951                
2100    272.697                 13.206                
2200    274.198                 10.459                
2300    275.645                 7.713                 
2400    277.042                 4.969                 
2500    278.393                 2.229                 
2600    279.701                 -0.505                
2700    280.967                 -3.232                
2800    282.196                 -5.948                
2900    283.389                 -8.651                
3000    284.549                 -11.341               
3100    285.677                 -14.014               
3200    286.776                 -16.670               
3300    287.847                 -19.306               
3400    288.892                 -21.921               
3500    289.911                 -24.513               
3600    290.908                 -27.082               
3700    291.882                 -438.725              
3800    292.835                 -440.010              
3900    293.768                 -441.324              
4000    294.681                 -442.666              
4100    295.577                 -444.034              
4200    296.456                 -445.427              
4300    297.318                 -446.843              
4400    298.164                 -448.281              
4500    298.996                 -449.739              
4600    299.812                 -451.216              
4700    300.616                 -452.711              
4800    301.405                 -454.222              
4900    302.183                 -455.750              
5000    302.947                 -457.293              
5100    303.701                 -458.850              
5200    304.442                 -460.421              
5300    305.173                 -462.005              
5400    305.893                 -463.602              
5500    306.603                 -465.211              
5600    307.303                 -466.833              
5700    307.994                 -468.467              
5800    308.675                 -470.113              
5900    309.347                 -471.772              
6000    310.011                 -473.442              
