T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  167.360                 -104.600              
300     167.362                 -104.592              
400     170.647                 -120.478              
500     176.859                 -163.121              
600     183.825                 -161.531              
700     190.927                 -158.983              
800     198.037                 -156.060              
900     207.410                 -107.664              
1000    219.298                 -104.917              
1100    230.054                 -103.078              
1200    239.874                 -100.704              
1300    248.908                 -96.706               
1400    257.273                 -92.823               
1500    265.061                 -89.065               
1600    272.346                 -85.440               
1700    279.190                 -82.907               
1800    285.643                 -79.907               
1900    291.747                 -91.159               
2000    297.538                 -88.705               
