T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     223.605                 135.397               
200     200.307                 136.275               
298.15  197.625                 136.398               
300     197.626                 136.395               
400     198.791                 136.056               
500     201.023                 135.513               
600     203.564                 134.860               
700     206.155                 134.133               
800     208.694                 133.340               
900     211.144                 132.485               
1000    213.490                 131.569               
1100    215.730                 130.595               
1200    217.869                 129.569               
1300    219.911                 128.501               
1400    221.866                 127.403               
1500    223.740                 126.291               
1600    225.542                 110.646               
1700    227.278                 109.959               
1800    228.957                 109.377               
1900    230.584                 108.914               
2000    232.164                 108.582               
2100    233.704                 108.386               
2200    235.206                 108.329               
2300    236.676                 108.408               
2400    238.116                 108.617               
2500    239.528                 108.944               
2600    240.915                 109.378               
2700    242.277                 109.902               
2800    243.618                 -180.457              
2900    244.936                 -178.741              
3000    246.234                 -176.970              
3100    247.511                 -175.163              
3200    248.768                 -173.338              
3300    250.006                 -171.511              
3400    251.223                 -169.698              
3500    252.422                 -167.911              
3600    253.601                 -166.164              
3700    254.760                 -164.466              
3800    255.901                 -162.827              
3900    257.023                 -161.254              
4000    258.126                 -159.754              
4100    259.211                 -158.332              
4200    260.277                 -156.993              
4300    261.325                 -155.740              
4400    262.356                 -154.576              
4500    263.368                 -153.503              
4600    264.364                 -152.523              
4700    265.342                 -151.636              
4800    266.304                 -150.844              
4900    267.249                 -150.146              
5000    268.178                 -149.544              
5100    269.092                 -149.035              
5200    269.990                 -148.621              
5300    270.873                 -148.301              
5400    271.742                 -148.073              
5500    272.596                 -147.937              
5600    273.436                 -147.892              
5700    274.263                 -147.936              
5800    275.076                 -148.069              
5900    275.877                 -148.289              
6000    276.665                 -148.596              
