T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     274.911                 50.988                
200     237.985                 46.081                
250     234.083                 43.496                
298.15  233.170                 41.003                
300     233.171                 40.909                
350     233.911                 38.429                
400     235.653                 36.106                
450     238.039                 33.970                
500     240.856                 32.037                
600     247.280                 28.803                
700     254.282                 26.373                
800     261.538                 24.659                
900     268.871                 23.547                
1000    276.179                 22.922                
1100    283.398                 22.678                
1200    290.491                 22.725                
1300    297.435                 22.986                
1400    304.217                 23.400                
1500    310.832                 23.917                
1600    317.276                 24.497                
1700    323.551                 25.110                
1800    329.659                 25.732                
1900    335.605                 26.343                
2000    341.393                 26.928                
2100    347.028                 27.475                
2200    352.517                 27.975                
2300    357.864                 28.418                
2400    363.075                 -71.719               
2500    368.155                 -71.560               
2600    373.111                 -71.407               
2700    377.946                 -71.265               
2800    382.666                 -71.137               
2900    387.275                 -71.025               
3000    391.779                 -70.932               
3100    396.180                 -70.862               
3200    400.485                 -70.815               
3300    404.695                 -70.793               
3400    408.815                 -70.799               
3500    412.849                 -70.834               
3600    416.799                 -70.899               
3700    420.670                 -70.996               
3800    424.463                 -71.125               
3900    428.182                 -71.288               
4000    431.829                 -71.486               
4100    435.408                 -71.719               
4200    438.920                 -1031.687             
4300    442.368                 -1029.819             
4400    445.754                 -1027.991             
4500    449.080                 -1026.205             
4600    452.348                 -1024.461             
4700    455.560                 -1022.759             
4800    458.718                 -1021.099             
4900    461.824                 -1019.481             
5000    464.879                 -1017.906             
5100    467.885                 -1016.373             
5200    470.843                 -1014.881             
5300    473.755                 -1013.430             
5400    476.622                 -1012.018             
5500    479.446                 -1010.645             
5600    482.228                 -1009.310             
5700    484.968                 -1008.010             
5800    487.669                 -1006.745             
5900    490.331                 -1005.513             
6000    492.956                 -1004.313             
