T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     393.256                 -271.530              
200     345.144                 -273.076              
250     340.563                 -273.971              
298.15  339.554                 -274.889              
300     339.555                 -274.926              
350     340.304                 -276.013              
400     341.970                 -293.129              
450     344.126                 -295.470              
500     346.541                 -337.961              
600     351.669                 -338.439              
700     356.817                 -339.025              
800     361.793                 -339.724              
900     366.529                 -341.165              
1000    371.011                 -341.774              
1100    375.245                 -350.298              
1200    379.246                 -351.848              
1300    383.031                 -353.420              
1400    386.618                 -355.022              
1500    390.024                 -356.664              
1600    393.264                 -358.356              
1700    396.352                 -497.020              
1800    399.301                 -496.974              
1900    402.121                 -497.002              
2000    404.824                 -497.108              
2100    407.418                 -497.294              
2200    409.911                 -497.559              
2300    412.310                 -497.901              
2400    414.623                 -498.316              
2500    416.854                 -498.801              
2600    419.010                 -499.353              
2700    421.095                 -499.968              
2800    423.113                 -500.646              
2900    425.069                 -501.384              
3000    426.967                 -502.185              
3100    428.808                 -503.049              
3200    430.598                 -503.979              
3300    432.338                 -504.978              
3400    434.032                 -506.051              
3500    435.681                 -507.202              
3600    437.288                 -508.436              
3700    438.855                 -509.756              
3800    440.384                 -511.167              
3900    441.876                 -512.672              
4000    443.334                 -514.275              
4100    444.759                 -515.977              
4200    446.152                 -517.776              
4300    447.515                 -519.677              
4400    448.849                 -521.678              
4500    450.155                 -523.777              
4600    451.434                 -525.906              
4700    452.688                 -528.173              
4800    453.917                 -530.523              
4900    455.123                 -532.952              
5000    456.306                 -535.447              
5100    457.466                 -537.990              
5200    458.606                 -540.611              
5300    459.725                 -543.283              
5400    460.825                 -546.001              
5500    461.906                 -548.756              
5600    462.968                 -551.542              
5700    464.013                 -554.352              
5800    465.040                 -557.179              
5900    466.051                 -559.807              
6000    467.046                 -562.618              
