T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  96.232                  -366.100              
300     96.234                  -366.093              
400     99.501                  -373.575              
500     105.719                 -375.200              
600     112.742                 -376.166              
700     119.844                 -376.619              
800     126.760                 -376.704              
900     133.394                 -429.655              
1000    139.718                 -428.077              
1100    145.749                 -425.884              
1200    151.627                 -614.002              
1300    157.629                 -601.115              
1400    163.773                 -591.403              
1500    169.777                 584.076               
1600    175.588                 -576.793              
1700    181.208                 -569.524              
1800    186.642                 -562.270              
1900    191.895                 -555.029              
2000    196.976                 -547.802              
