T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  134.321                 -104.148              
300     134.323                 -104.106              
400     137.277                 -104.534              
500     142.855                 -102.907              
600     149.101                 -101.485              
700     155.364                 -100.244              
800     161.411                 -99.166               
900     167.163                 98.240                
1000    172.603                 -97.465               
1100    177.740                 -175.795              
1200    182.592                 -174.268              
1300    187.180                 -172.811              
1400    191.528                 -171.416              
1500    195.655                 -170.073              
1600    199.580                 -168.777              
1700    203.320                 -167.523              
1800    206.891                 -166.308              
1900    210.306                 -165.130              
2000    213.578                 -163.986              
2100    216.718                 -162.878              
2200    219.735                 -161.804              
2300    222.639                 -160.764              
2400    225.438                 -159.761              
2500    228.138                 -158.794              
2600    230.746                 -157.867              
2700    233.269                 -156.980              
2800    235.711                 -156.136              
2900    238.077                 -155.338              
3000    240.372                 -154.588              
