T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     273.308                 110.381               
200     246.305                 109.453               
250     243.688                 108.845               
298.15  243.107                 108.198               
300     243.108                 108.172               
350     243.542                 107.441               
400     244.512                 104.443               
450     245.773                 102.940               
500     247.188                 101.346               
600     250.207                 98.526                
700     253.249                 95.863                
800     256.198                 93.246                
900     259.013                 36.864                
1000    261.683                 35.743                
1100    264.212                 26.734                
1200    266.610                 24.746                
1300    268.887                 22.816                
1400    271.057                 20.972                
1500    273.133                 19.249                
1600    275.126                 17.680                
1700    277.047                 -120.618              
1800    278.906                 -119.930              
1900    280.711                 -119.019              
2000    282.471                 -117.880              
2100    284.191                 -116.518              
2200    285.876                 -114.950              
2300    287.530                 -113.200              
2400    289.154                 -111.302              
2500    290.753                 -109.295              
2600    292.325                 -107.219              
2700    293.873                 -105.117              
2800    295.397                 -103.032              
2900    296.896                 -101.002              
3000    298.370                 -99.066               
3100    299.820                 -97.255               
3200    301.244                 -95.598               
3300    302.643                 -94.120               
3400    304.017                 -92.841               
3500    305.365                 -91.778               
3600    306.688                 -90.945               
3700    307.985                 -90.349               
3800    309.257                 -89.998               
3900    310.503                 -89.896               
4000    311.725                 -90.045               
4100    312.922                 -90.443               
4200    314.096                 -91.085               
4300    315.246                 -91.972               
4400    316.372                 -93.097               
4500    317.476                 -94.451               
4600    318.558                 -95.962               
4700    319.619                 -97.733               
4800    320.659                 -99.702               
4900    321.678                 -101.861              
5000    322.677                 -104.191              
5100    323.658                 -106.669              
5200    324.619                 -109.320              
5300    325.563                 -112.113              
5400    326.488                 -115.037              
5500    327.397                 -118.080              
5600    328.289                 -121.231              
5700    329.165                 -124.479              
5800    330.026                 -127.814              
5900    330.871                 -131.016              
6000    331.701                 -134.465              
