T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  36.205                  26.068                
300     36.205                  26.068                
350     36.495                  26.067                
400     37.148                  26.067                
450     38.007                  26.067                
500     38.983                  26.067                
600     41.098                  26.068                
700     43.271                  26.068                
800     45.412                  26.068                
900     47.487                  26.068                
1000    49.486                  26.068                
1100    51.412                  26.068                
1200    53.271                  26.068                
1300    55.070                  26.068                
1400    56.816                  26.103                
1500    58.516                  26.020                
1600    60.168                  25.727                
1700    61.770                  25.219                
1800    63.322                  24.492                
1900    64.827                  23.542                
2000    66.284                  22.368                
2100    67.696                  20.967                
2200    69.065                  0.                    
2300    70.393                  0.                    
2400    71.681                  0.                    
2500    72.932                  0.                    
2600    74.147                  0.                    
2700    75.328                  0.                    
2800    76.477                  0.                    
2900    77.595                  0.                    
3000    78.684                  339.122               
3100    79.744                  -338.294              
3200    80.779                  -337.516              
3300    81.787                  -336.786              
3400    82.772                  -336.104              
3500    83.733                  -335.469              
