T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     376.204                 -1429.664             
200     325.053                 -1430.920             
250     319.702                 -1431.362             
298.15  318.473                 -1431.765             
300     318.475                 -1431.780             
350     319.437                 -1432.198             
400     321.648                 -1432.626             
450     324.601                 -1433.059             
500     328.002                 -1433.485             
600     335.496                 -1434.294             
700     343.334                 -1435.032             
800     351.163                 -1435.712             
900     358.822                 -1436.355             
1000    366.235                 -1436.982             
1100    373.372                 -1437.613             
1200    380.227                 -1438.262             
1300    386.802                 -1438.942             
1400    393.108                 -1439.663             
1500    399.158                 -1440.433             
1600    404.968                 -1441.256             
1700    410.551                 -1442.137             
1800    415.921                 -1443.077             
1900    421.091                 -1444.074             
2000    426.075                 -1445.127             
2100    430.884                 -1446.233             
2200    435.529                 -1447.387             
2300    440.019                 -1448.583             
2400    444.365                 -1550.335             
2500    448.574                 -1551.754             
2600    452.655                 -1553.134             
2700    456.614                 -1554.468             
2800    460.459                 -1555.751             
2900    464.195                 -1556.980             
3000    467.829                 -1558.150             
3100    471.366                 -1559.257             
3200    474.810                 -1560.299             
3300    478.166                 -1561.272             
3400    481.438                 -1562.176             
3500    484.631                 -1563.008             
3600    487.748                 -1563.768             
3700    490.793                 -1564.455             
3800    493.768                 -1565.069             
3900    496.678                 -1565.610             
4000    499.523                 -1566.079             
4100    502.308                 -1566.475             
4200    505.035                 -2526.500             
4300    507.706                 -2524.581             
4400    510.324                 -2522.597             
4500    512.889                 -2520.551             
4600    515.406                 -2518.443             
4700    517.874                 -2516.276             
4800    520.296                 -2514.052             
4900    522.675                 -2511.773             
5000    525.010                 -2509.442             
5100    527.304                 -2507.060             
5200    529.559                 -2504.631             
5300    531.774                 -2502.156             
5400    533.953                 -2499.638             
5500    536.096                 -2497.079             
5600    538.204                 -2494.481             
5700    540.278                 -2491.847             
5800    542.319                 -2489.178             
5900    544.329                 -2486.478             
6000    546.308                 -2483.748             
