T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  183.715                 459.833               
300     183.715                 459.790               
350     183.991                 458.591               
400     184.598                 457.333               
450     185.377                 456.030               
500     186.243                 454.691               
600     188.064                 451.932               
700     189.876                 449.092               
800     191.615                 446.203               
900     193.261                 443.241               
1000    194.812                 440.142               
1100    196.273                 436.846               
1200    197.649                 429.366               
1300    198.947                 426.399               
1400    200.175                 423.351               
1500    201.339                 420.211               
1600    202.445                 416.965               
1700    203.497                 413.600               
1800    204.500                 410.103               
1900    205.459                 406.461               
2000    206.377                 387.974               
2100    207.257                 383.255               
2200    208.102                 378.536               
2300    208.915                 373.816               
2400    209.698                 369.096               
2500    210.453                 364.376               
2600    211.182                 359.655               
2700    211.886                 354.934               
2800    212.568                 350.213               
2900    213.228                 345.492               
3000    213.869                 340.770               
3100    214.490                 336.049               
3200    215.094                 331.327               
3300    215.680                 326.605               
3400    216.251                 321.884               
3500    216.806                 317.162               
3600    217.348                 312.439               
3700    217.875                 -101.381              
3800    218.390                 -104.869              
3900    218.892                 -108.413              
4000    219.382                 -112.010              
4100    219.862                 -115.660              
4200    220.330                 -119.362              
4300    220.788                 -123.112              
4400    221.237                 -126.910              
4500    221.676                 -130.754              
4600    222.106                 -134.642              
4700    222.527                 -138.571              
4800    222.940                 -142.540              
4900    223.345                 -146.547              
5000    223.742                 -150.590              
5100    224.132                 -154.666              
5200    224.514                 -158.774              
5300    224.890                 -162.912              
5400    225.259                 -167.077              
5500    225.622                 -171.269              
5600    225.978                 -175.485              
5700    226.329                 -179.722              
5800    226.673                 -183.981              
5900    227.012                 -188.258              
6000    227.346                 -192.552              
