T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  156.811                 527.033               
300     156.812                 527.012               
350     157.065                 526.385               
400     157.627                 525.650               
450     158.354                 524.822               
500     159.167                 523.919               
600     160.891                 521.938               
700     162.619                 519.783               
800     164.288                 517.500               
900     165.876                 515.118               
1000    167.377                 512.656               
1100    168.795                 510.126               
1200    170.134                 507.537               
1300    171.401                 504.896               
1400    172.601                 502.206               
1500    173.740                 499.472               
1600    174.823                 496.695               
1700    175.855                 493.879               
1800    176.841                 491.025               
1900    177.784                 488.133               
2000    178.687                 485.206               
2100    179.553                 482.243               
2200    180.386                 479.246               
2300    181.188                 476.215               
2400    181.960                 422.892               
2500    182.705                 419.717               
2600    183.425                 416.542               
2700    184.121                 413.367               
2800    184.795                 410.192               
2900    185.448                 407.017               
3000    186.082                 403.842               
3100    186.697                 400.667               
3200    187.294                 397.492               
3300    187.875                 394.317               
3400    188.441                 391.142               
3500    188.991                 387.967               
3600    189.527                 384.792               
3700    190.050                 381.617               
3800    190.561                 378.442               
3900    191.059                 375.267               
4000    191.545                 372.092               
4100    192.021                 368.917               
4200    192.486                 -114.108              
4300    192.940                 -116.195              
4400    193.386                 -118.285              
4500    193.821                 -120.377              
4600    194.248                 -122.471              
4700    194.667                 -124.567              
4800    195.077                 -126.666              
4900    195.479                 -128.769              
5000    195.874                 -130.875              
5100    196.261                 -132.985              
5200    196.641                 -135.099              
5300    197.015                 -137.217              
5400    197.382                 -139.340              
5500    197.742                 -141.468              
5600    198.097                 -143.602              
5700    198.445                 -145.741              
5800    198.788                 -147.887              
5900    199.125                 -150.039              
6000    199.457                 -152.198              
