T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     328.453                 -219.399              
200     288.800                 -219.985              
250     284.724                 -220.075              
298.15  283.796                 -220.078              
300     283.797                 -220.077              
350     284.514                 -220.026              
400     286.147                 -219.945              
450     288.305                 -219.853              
500     290.768                 -219.760              
600     296.127                 -219.587              
700     301.650                 -219.438              
800     307.105                 -219.309              
900     312.390                 -219.198              
1000    317.468                 -219.102              
1100    322.327                 -219.020              
1200    326.969                 -218.952              
1300    331.403                 -218.898              
1400    335.641                 -218.859              
1500    339.694                 -218.836              
1600    343.575                 -218.831              
1700    347.296                 -218.845              
1800    350.868                 -218.880              
1900    354.301                 -218.937              
2000    357.605                 -219.018              
2100    360.788                 -219.125              
2200    363.859                 -219.259              
2300    366.824                 -219.423              
2400    369.690                 -219.618              
2500    372.464                 -219.846              
2600    375.150                 -220.108              
2700    377.755                 -220.405              
2800    380.282                 -220.738              
2900    382.737                 -221.108              
3000    385.122                 -221.515              
3100    387.442                 -221.958              
3200    389.700                 -222.437              
3300    391.899                 -222.951              
3400    394.043                 -223.498              
3500    396.133                 -224.076              
3600    398.173                 -224.685              
3700    400.164                 -225.320              
3800    402.110                 -225.981              
3900    404.011                 -226.664              
4000    405.871                 -227.366              
4100    407.690                 -228.085              
4200    409.471                 -228.819              
4300    411.214                 -229.564              
4400    412.922                 -230.318              
4500    414.596                 -231.079              
4600    416.237                 -231.844              
4700    417.847                 -232.611              
4800    419.426                 -233.378              
4900    420.976                 -234.143              
5000    422.498                 -234.905              
5100    423.993                 -235.662              
5200    425.462                 -236.413              
5300    426.905                 -237.157              
5400    428.323                 -237.893              
5500    429.718                 -238.620              
5600    431.090                 -239.339              
5700    432.440                 -240.048              
5800    433.769                 -240.748              
5900    435.076                 -241.438              
6000    436.364                 -242.119              
