T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     376.309                 -2993.030             
200     246.521                 -3004.886             
298.15  228.781                 -3009.936             
300     228.785                 -3009.992             
400     237.719                 -3014.145             
500     256.096                 -3011.926             
600     278.362                 -3006.425             
700     302.272                 -2997.988             
800     326.783                 -2986.933             
900     351.360                 -2973.536             
1000    375.707                 -2958.135             
1100    399.655                 -2940.989             
1200    423.104                 -3176.705             
1300    445.993                 -3153.960             
1400    468.284                 -3130.407             
1500    489.961                 -3106.213             
