T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     444.637                 -955.010              
200     359.173                 -959.821              
250     349.886                 -960.746              
298.15  347.740                 -961.065              
300     347.743                 -961.069              
350     349.424                 -961.034              
400     353.269                 -968.728              
450     358.373                 -968.837              
500     364.207                 -988.880              
600     376.906                 -986.428              
700     389.978                 -983.782              
800     402.849                 -981.032              
900     415.281                 -978.229              
1000    427.182                 -975.402              
1100    438.531                 -972.573              
1200    449.339                 -969.756              
1300    459.632                 -966.966              
1400    469.440                 -964.212              
1500    478.799                 -961.506              
1600    487.739                 -958.853              
1700    496.291                 -956.258              
1800    504.485                 -953.723              
1900    512.345                 -951.244              
2000    519.897                 -948.815              
2100    527.162                 -946.425              
2200    534.159                 -944.062              
2300    540.907                 -941.712              
2400    547.422                 -939.356              
2500    553.719                 -936.978              
2600    559.812                 -934.560              
2700    565.713                 -932.086              
2800    571.433                 -929.539              
2900    576.983                 -926.904              
3000    582.373                 -924.168              
3100    587.610                 -921.319              
3200    592.705                 -918.347              
3300    597.663                 -915.245              
3400    602.492                 -912.005              
3500    607.198                 -908.621              
3600    611.788                 -905.091              
3700    616.267                 -901.412              
3800    620.639                 -897.581              
3900    624.911                 -893.599              
4000    629.086                 -889.465              
4100    633.169                 -885.181              
4200    637.163                 -880.749              
4300    641.073                 -876.170              
4400    644.901                 -871.446              
4500    648.652                 -866.582              
4600    652.327                 -861.579              
4700    655.931                 -856.441              
4800    659.466                 -851.172              
4900    662.934                 -845.774              
5000    666.338                 -840.252              
5100    669.679                 -834.609              
5200    672.962                 -828.849              
5300    676.187                 -822.976              
5400    679.356                 -816.992              
5500    682.471                 -810.901              
5600    685.535                 -804.707              
5700    688.548                 -798.413              
5800    691.513                 -792.023              
5900    694.430                 -785.539              
6000    697.302                 -778.964              
