T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     77.138                  -482.033              
200     46.982                  -484.089              
298.15  42.821                  -484.926              
300     42.822                  -484.933              
400     44.886                  -485.047              
500     49.032                  -487.874              
600     53.924                  -487.303              
700     59.045                  -486.298              
800     64.180                  484.920               
900     69.231                  -483.208              
1000    74.159                  -481.174              
1100    78.950                  -478.823              
1200    83.600                  -476.158              
1300    88.113                  -473.183              
1400    92.497                  -469.897              
1500    96.759                  -466.298              
