T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     342.346                 -73.819               
200     299.409                 -73.797               
250     295.178                 -73.854               
298.15  294.233                 -73.931               
300     294.234                 -73.935               
350     294.948                 -74.039               
400     296.552                 -74.170               
450     298.646                 -74.331               
500     301.009                 -74.536               
600     306.073                 -75.146               
700     311.208                 -75.750               
800     316.211                 -76.080               
900     321.004                 -76.423               
1000    325.565                 -76.805               
1100    329.894                 -77.241               
1200    334.001                 -77.741               
1300    337.900                 -78.317               
1400    341.605                 -78.979               
1500    345.132                 -79.732               
1600    348.494                 -80.583               
1700    351.704                 -81.540               
1800    354.775                 -99.755               
1900    357.716                 -100.838              
2000    360.538                 -101.931              
2100    363.250                 -103.035              
2200    365.858                 -104.150              
2300    368.371                 -105.279              
2400    370.795                 -106.422              
2500    373.135                 -107.581              
2600    375.398                 -108.756              
2700    377.587                 -109.949              
2800    379.709                 -111.159              
2900    381.765                 -112.388              
3000    383.761                 -113.635              
3100    385.699                 -114.900              
3200    387.584                 -493.016              
3300    389.417                 -492.660              
3400    391.201                 -492.318              
3500    392.940                 -491.988              
3600    394.634                 -491.670              
3700    396.287                 -491.361              
3800    397.901                 -491.061              
3900    399.476                 -490.768              
4000    401.016                 -490.481              
4100    402.521                 -490.196              
4200    403.993                 -489.914              
4300    405.434                 -489.632              
4400    406.844                 -489.348              
4500    408.226                 -489.062              
4600    409.579                 -488.771              
4700    410.906                 -488.475              
4800    412.208                 -488.173              
4900    413.484                 -487.863              
5000    414.737                 -487.546              
5100    415.967                 -487.221              
5200    417.175                 -486.888              
5300    418.361                 -486.546              
5400    419.527                 -486.196              
5500    420.674                 -485.838              
5600    421.800                 -485.474              
5700    422.909                 -485.102              
5800    423.999                 -484.725              
5900    425.072                 -484.343              
6000    426.129                 -483.959              
