T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  43.192                  4.810                 
300     43.193                  4.810                 
350     43.501                  4.809                 
400     44.191                  4.809                 
450     45.088                  4.808                 
500     46.098                  4.808                 
600     48.261                  4.809                 
700     50.457                  4.808                 
800     52.608                  4.813                 
900     54.681                  4.736                 
1000    56.656                  4.513                 
1100    58.530                  4.164                 
1200    60.306                  0.                    
1300    61.992                  0.                    
1400    63.596                  0.                    
1500    65.126                  0.                    
1600    66.589                  0.                    
1700    67.993                  0.                    
1800    69.344                  0.                    
1900    70.647                  0.                    
2000    71.907                  0.                    
2100    73.130                  0.                    
2200    74.318                  21.323                
2300    75.476                  -21.738               
2400    76.608                  -22.005               
2500    77.715                  -22.113               
2600    78.801                  -22.052               
