T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     158.357                 -1211.955             
200     98.271                  -1214.852             
298.15  90.171                  -1216.038             
300     90.172                  -1216.048             
400     94.156                  -1216.269             
500     102.190                 -1222.020             
600     111.863                 -1220.421             
700     122.505                 -1214.552             
800     133.565                 -1212.279             
900     144.376                 -1208.404             
1000    155.301                 -1158.169             
1100    169.757                 -1152.845             
1200    183.210                 -1147.628             
1300    195.784                 -1142.503             
1400    207.582                 -1137.451             
1500    218.690                 -1132.459             
1600    229.183                 -1127.520             
1700    239.124                 -1413.101             
1800    248.566                 -1406.749             
1900    257.557                 -1400.457             
2000    266.137                 -1394.224             
