T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     132.814                 -743.735              
200     84.136                  -745.249              
298.15  77.760                  -745.170              
300     77.761                  -745.158              
400     80.821                  -744.111              
500     86.830                  -742.696              
600     93.775                  -741.074              
700     100.927                 -739.250              
800     108.007                 -737.186              
900     114.906                 -734.839              
1000    121.587                 -732.172              
1100    129.118                 -680.265              
1200    139.109                 -675.811              
1300    148.378                 -671.472              
1400    157.022                 -667.247              
1500    165.117                 -663.139              
1600    172.730                 -659.152              
1700    179.915                 -655.290              
1800    186.716                 -651.560              
1900    193.173                 -647.968              
2000    199.319                 -644.523              
