T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  178.942                 -500.170              
300     178.943                 -500.176              
400     181.995                 -516.630              
500     187.823                 -559.576              
600     194.430                 -558.057              
700     201.136                 -556.551              
800     207.840                 -554.190              
900     214.494                 -551.171              
1000    220.967                 -548.459              
1100    227.204                 546.063               
1200    233.186                 -551.721              
1300    238.911                 -548.742              
1400    244.387                 -545.795              
1500    249.624                 -542.888              
1600    254.638                 -540.030              
1700    259.443                 -537.232              
1800    264.051                 -683.172              
1900    268.477                 -679.094              
2000    272.732                 -675.092              
2100    276.828                 -671.165              
2200    280.776                 -667.312              
2300    284.584                 -663.528              
2400    288.263                 -659.808              
2500    291.819                 -656.147              
