T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     267.673                 -1541.060             
200     172.462                 -1544.082             
298.15  160.331                 -1544.733             
300     160.334                 -1544.732             
400     166.032                 -1549.553             
500     177.264                 -1548.233             
600     190.355                 -1545.854             
700     203.961                 -1542.521             
800     217.541                 -1538.287             
900     232.631                 -1498.203             
1000    249.504                 -1492.216             
1100    265.304                 -1485.393             
1200    280.211                 -1671.275             
1300    294.362                 -1660.975             
1400    307.866                 -1649.746             
1500    320.811                 -1637.590             
