T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     686.066                 -893.902              
200     562.199                 -898.150              
250     549.952                 -900.889              
298.15  547.220                 -937.216              
300     547.223                 -937.415              
350     549.279                 -1029.359             
400     553.885                 -1028.768             
450     559.886                 -1028.167             
500     566.639                 -1027.568             
600     581.068                 -1026.422             
700     595.644                 -1025.414             
800     609.795                 -1024.625             
900     623.313                 -1024.129             
1000    636.142                 -1045.169             
1100    648.290                 -1044.723             
1200    659.790                 -1044.280             
1300    670.688                 -1043.844             
1400    681.029                 -1043.419             
1500    690.860                 -1043.012             
1600    700.221                 -1042.625             
1700    709.152                 -1042.266             
1800    717.687                 -1041.940             
1900    725.857                 -1041.652             
2000    733.690                 -1041.410             
2100    741.212                 -1041.219             
2200    748.445                 -1041.085             
2300    755.411                 -1041.012             
2400    762.127                 -1041.002             
2500    768.610                 -1041.059             
2600    774.875                 -1041.182             
2700    780.937                 -1041.370             
2800    786.807                 -1629.423             
2900    792.498                 -1627.541             
3000    798.019                 -1625.713             
3100    803.381                 -1623.934             
3200    808.591                 -1622.196             
3300    813.659                 -1620.492             
3400    818.592                 -1618.815             
3500    823.397                 -1617.158             
3600    828.080                 -1615.512             
3700    832.647                 -1613.871             
3800    837.103                 -1612.226             
3900    841.454                 -1610.572             
4000    845.705                 -1608.903             
4100    849.861                 -1607.211             
4200    853.924                 -1605.494             
4300    857.900                 -1603.744             
4400    861.791                 -1601.961             
4500    865.602                 -1600.134             
4600    869.336                 -1598.271             
4700    872.995                 -1596.364             
4800    876.583                 -1594.414             
4900    880.102                 -1592.417             
5000    883.555                 -1590.376             
5100    886.945                 -1588.290             
5200    890.273                 -1586.161             
5300    893.541                 -1583.988             
5400    896.753                 -1581.774             
5500    899.909                 -1579.520             
5600    903.012                 -1577.229             
5700    906.064                 -1574.904             
5800    909.065                 -1572.541             
5900    912.018                 -1570.153             
6000    914.925                 -1567.695             
