T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     406.863                 74.961                
200     355.004                 73.162                
250     349.871                 72.154                
298.15  348.721                 71.128                
300     348.723                 71.087                
350     349.595                 69.846                
400     351.559                 44.578                
450     354.129                 41.485                
500     357.035                 -21.816               
600     363.281                 -21.602               
700     369.630                 -21.456               
800     375.824                 -21.372               
900     381.764                 -21.345               
1000    387.420                 -21.375               
1100    392.790                 -21.461               
1200    397.885                 -21.608               
1300    402.723                 -21.824               
1400    407.322                 -22.120               
1500    411.699                 -22.510               
1600    415.873                 -23.007               
1700    419.860                 -23.624               
1800    423.673                 -24.370               
1900    427.327                 -25.251               
2000    430.833                 -26.268               
2100    434.202                 -27.418               
2200    437.445                 -28.693               
2300    440.569                 -30.080               
2400    443.582                 -81.825               
2500    446.493                 -83.470               
2600    449.307                 -85.145               
2700    452.031                 -86.835               
2800    454.670                 -88.522               
2900    457.230                 -90.190               
3000    459.714                 -91.825               
3100    462.127                 -93.414               
3200    464.472                 -94.946               
3300    466.755                 -96.412               
3400    468.977                 -97.805               
3500    471.141                 -99.119               
3600    473.252                 -100.349              
3700    475.310                 -101.492              
3800    477.320                 -102.547              
3900    479.282                 -103.512              
4000    481.199                 -104.388              
4100    483.074                 -105.174              
4200    484.907                 -585.722              
4300    486.702                 -585.246              
4400    488.458                 -584.688              
4500    490.179                 -584.049              
4600    491.864                 -583.332              
4700    493.517                 -582.540              
4800    495.137                 -581.675              
4900    496.727                 -580.741              
5000    498.287                 -579.740              
5100    499.818                 -578.675              
5200    501.322                 -577.550              
5300    502.799                 -576.366              
5400    504.251                 -575.128              
5500    505.677                 -573.837              
5600    507.080                 -572.496              
5700    508.460                 -571.108              
5800    509.817                 -569.675              
5900    511.152                 -568.200              
6000    512.466                 -566.685              
