T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     311.228                 -80.386               
200     276.857                 -79.820               
250     273.444                 -79.625               
298.15  272.677                 -79.496               
300     272.678                 -79.492               
350     273.263                 -79.415               
400     274.585                 -79.392               
450     276.322                 -79.419               
500     278.292                 -79.487               
600     282.540                 -79.720               
700     286.874                 -80.055               
800     291.116                 -80.470               
900     295.194                 -80.953               
1000    299.085                 -81.494               
1100    302.784                 -82.088               
1200    306.299                 -82.732               
1300    309.641                 -83.421               
1400    312.820                 -84.154               
1500    315.849                 -84.930               
1600    318.739                 -85.745               
1700    321.501                 -86.601               
1800    324.146                 -87.494               
1900    326.681                 -88.426               
2000    329.115                 -89.395               
2100    331.455                 -90.400               
2200    333.708                 -91.442               
2300    335.881                 -92.521               
2400    337.978                 -143.896              
2500    340.005                 -145.127              
2600    341.966                 -146.363              
2700    343.865                 -147.605              
2800    345.707                 -148.852              
2900    347.494                 -150.105              
3000    349.230                 -151.365              
3100    350.917                 -152.629              
3200    352.559                 -153.899              
3300    354.158                 -155.172              
3400    355.716                 -156.448              
3500    357.235                 -157.726              
3600    358.717                 -159.003              
3700    360.164                 -160.278              
3800    361.578                 -161.548              
3900    362.960                 -162.812              
4000    364.312                 -164.066              
4100    365.634                 -165.310              
4200    366.929                 -646.390              
4300    368.197                 -646.518              
4400    369.440                 -646.629              
4500    370.659                 -646.723              
4600    371.854                 -646.796              
4700    373.026                 -646.848              
4800    374.177                 -646.878              
4900    375.307                 -646.882              
5000    376.417                 -646.862              
5100    377.507                 -646.814              
5200    378.579                 -646.739              
5300    379.633                 -646.635              
5400    380.670                 -646.503              
5500    381.689                 -646.341              
5600    382.693                 -646.149              
5700    383.680                 -645.927              
5800    384.653                 -645.675              
5900    385.611                 -645.393              
6000    386.554                 -645.082              
