T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     99.528                  -102.096              
200     64.714                  -101.886              
298.15  60.321                  -101.671              
300     60.322                  -101.666              
400     62.567                  -102.388              
500     68.363                  -100.050              
600     74.736                  -99.108               
700     80.982                  -99.697               
800     86.740                  -100.612              
900     92.036                  -155.064              
1000    96.922                  -155.812              
1100    101.457                 -157.351              
1200    105.697                 -158.138              
1300    109.692                 -156.980              
1400    113.484                 -155.509              
1500    117.111                 153.630               
1600    120.607                 -151.243              
1700    123.999                 -149.200              
1800    127.312                 -145.839              
1900    130.568                 -155.774              
