T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     355.353                 -489.843              
200     307.109                 -491.203              
250     302.056                 -491.494              
298.15  300.897                 -491.620              
300     300.899                 -491.622              
350     301.803                 -491.633              
400     303.875                 -491.556              
450     306.630                 -491.416              
500     309.791                 -491.230              
600     316.711                 -490.769              
700     323.887                 -490.236              
800     331.001                 -489.666              
900     337.913                 -489.077              
1000    344.564                 -488.483              
1100    350.935                 -487.891              
1200    357.025                 -487.310              
1300    362.843                 -486.741              
1400    368.405                 -486.191              
1500    373.725                 -485.659              
1600    378.819                 -485.150              
1700    383.701                 -484.663              
1800    388.388                 -484.198              
1900    392.891                 -483.756              
2000    397.224                 -483.335              
2100    401.398                 -482.935              
2200    405.424                 -482.554              
2300    409.310                 -482.190              
2400    413.066                 -481.841              
2500    416.700                 -481.505              
2600    420.219                 -481.181              
2700    423.630                 -480.866              
2800    426.940                 -480.559              
2900    430.153                 -480.256              
3000    433.275                 -479.957              
3100    436.311                 -479.658              
3200    439.266                 -479.357              
3300    442.144                 -479.053              
3400    444.948                 -478.742              
3500    447.682                 -478.422              
3600    450.350                 -478.092              
3700    452.954                 -477.747              
3800    455.498                 -477.386              
3900    457.984                 -477.007              
4000    460.414                 -476.607              
4100    462.792                 -476.183              
4200    465.119                 -475.733              
4300    467.397                 -475.256              
4400    469.629                 -474.749              
4500    471.816                 -474.211              
4600    473.960                 -473.639              
4700    476.063                 -473.032              
4800    478.126                 -472.389              
4900    480.150                 -471.709              
5000    482.138                 -470.990              
5100    484.090                 -470.232              
5200    486.007                 -469.434              
5300    487.891                 -468.595              
5400    489.743                 -467.715              
5500    491.564                 -466.794              
5600    493.356                 -465.831              
5700    495.118                 -464.827              
5800    496.851                 -463.782              
5900    498.558                 -462.695              
6000    500.238                 -461.568              
