T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  215.922                 -694.544              
300     215.923                 -694.585              
350     216.408                 -695.711              
400     217.514                 -696.860              
450     218.976                 -698.033              
500     220.647                 -699.228              
600     224.293                 -701.663              
700     228.068                 -704.140              
800     231.813                 -706.641              
900     235.461                 -709.158              
1000    238.981                 -711.687              
1100    242.365                 -714.229              
1200    245.610                 -716.784              
1300    248.722                 -719.355              
1400    251.707                 -721.945              
1500    254.570                 -724.558              
1600    257.320                 -727.196              
1700    259.964                 -729.863              
1800    262.508                 -732.561              
1900    264.959                 -735.292              
2000    267.322                 -738.059              
2100    269.604                 -740.864              
2200    271.809                 -743.707              
2300    273.941                 -746.592              
2400    276.006                 -799.777              
2500    278.007                 -802.823              
2600    279.947                 -805.879              
2700    281.831                 -808.947              
2800    283.661                 -812.026              
2900    285.440                 -815.117              
3000    287.171                 -818.219              
3100    288.856                 -821.334              
3200    290.498                 -824.461              
3300    292.099                 -827.599              
3400    293.660                 -830.749              
3500    295.183                 -833.910              
3600    296.671                 -837.083              
3700    298.125                 -840.266              
3800    299.546                 -843.460              
3900    300.936                 -846.664              
4000    302.296                 -849.878              
4100    303.627                 -853.103              
4200    304.931                 -1336.186             
4300    306.208                 -1338.343             
4400    307.460                 -1340.511             
4500    308.688                 -1342.690             
4600    309.892                 -1344.882             
4700    311.073                 -1347.087             
4800    312.233                 -1349.304             
4900    313.372                 -1351.536             
5000    314.490                 -1353.781             
5100    315.589                 -1356.042             
5200    316.669                 -1358.319             
5300    317.731                 -1360.613             
5400    318.775                 -1362.925             
5500    319.802                 -1365.256             
5600    320.813                 -1367.607             
5700    321.808                 -1369.980             
5800    322.787                 -1372.375             
5900    323.751                 -1374.795             
6000    324.700                 -1377.239             
