T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     430.296                 -901.000              
200     360.846                 -904.248              
250     353.644                 -905.233              
298.15  351.999                 -905.836              
300     352.001                 -905.853              
350     353.278                 -906.167              
400     356.193                 -906.241              
450     360.056                 -906.131              
500     364.473                 -905.881              
600     374.107                 -905.077              
700     384.066                 -903.996              
800     393.924                 -902.731              
900     403.499                 -901.341              
1000    412.717                 -899.871              
1100    421.557                 -898.355              
1200    430.018                 -896.820              
1300    438.116                 -895.289              
1400    445.868                 -893.780              
1500    453.296                 -892.309              
1600    460.419                 -890.887              
1700    467.258                 -889.525              
1800    473.832                 -888.231              
1900    480.158                 -887.011              
2000    486.253                 -885.872              
2100    492.132                 -884.818              
2200    497.809                 -883.853              
2300    503.297                 -882.979              
2400    508.606                 -882.199              
2500    513.748                 -881.513              
2600    518.732                 -880.921              
2700    523.568                 -880.448              
2800    528.263                 -880.131              
2900    532.826                 -880.008              
3000    537.264                 -880.106              
3100    541.583                 -880.467              
3200    545.789                 -881.123              
3300    549.887                 -882.098              
3400    553.884                 -883.426              
3500    557.783                 -885.171              
3600    561.590                 -887.428              
3700    565.308                 -925.062              
3800    568.942                 -925.055              
3900    572.495                 -925.087              
4000    575.971                 -925.157              
4100    579.373                 -925.266              
4200    582.704                 -925.412              
4300    585.967                 -925.595              
4400    589.164                 -925.816              
4500    592.299                 -926.073              
4600    595.372                 -926.368              
4700    598.388                 -926.699              
4800    601.348                 -927.068              
4900    604.254                 -927.475              
5000    607.107                 -927.920              
5100    609.910                 -928.403              
5200    612.665                 -928.926              
5300    615.373                 -929.488              
5400    618.035                 -930.092              
5500    620.654                 -930.737              
5600    623.230                 -931.425              
5700    625.765                 -932.156              
5800    628.260                 -932.933              
5900    630.716                 -933.755              
6000    633.136                 -934.625              
