T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     319.782                 -567.769              
200     273.257                 -570.621              
250     268.385                 -571.624              
298.15  267.270                 -572.371              
300     267.271                 -572.396              
350     268.136                 -572.989              
400     270.106                 -573.453              
450     272.711                 -573.828              
500     275.681                 -574.145              
600     282.128                 -574.691              
700     288.749                 -575.204              
800     295.264                 -575.743              
900     301.559                 -576.345              
1000    307.593                 -585.627              
1100    313.359                 -586.431              
1200    318.865                 -587.190              
1300    324.124                 -587.908              
1400    329.153                 -716.000              
1500    333.968                 -715.303              
1600    338.584                 -714.584              
1700    343.016                 -713.847              
1800    347.277                 -713.099              
1900    351.379                 -712.344              
2000    355.334                 -711.587              
2100    359.152                 -710.831              
2200    362.841                 -710.080              
2300    366.409                 -709.337              
2400    369.865                 -708.604              
2500    373.215                 -707.884              
2600    376.465                 -707.179              
2700    379.621                 -706.491              
2800    382.689                 -705.822              
2900    385.672                 -705.174              
3000    388.576                 -704.549              
3100    391.405                 -703.948              
3200    394.162                 -703.374              
3300    396.850                 -702.829              
3400    399.474                 -702.314              
3500    402.037                 -701.832              
3600    404.540                 -701.385              
3700    406.987                 -700.975              
3800    409.380                 -700.605              
3900    411.721                 -700.276              
4000    414.014                 -699.992              
4100    416.258                 -699.754              
4200    418.458                 -699.566              
4300    420.613                 -699.429              
4400    422.727                 -699.347              
4500    424.801                 -699.321              
4600    426.835                 -699.354              
4700    428.832                 -699.448              
4800    430.793                 -699.606              
4900    432.720                 -699.830              
5000    434.612                 -700.122              
5100    436.473                 -700.485              
5200    438.301                 -700.919              
5300    440.100                 -701.427              
5400    441.869                 -702.012              
5500    443.610                 -702.674              
5600    445.323                 -703.416              
5700    447.010                 -704.239              
5800    448.671                 -705.145              
5900    450.306                 -706.136              
6000    451.918                 -707.212              
