T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     27.183                  -249.280              
200     16.359                  -250.206              
298.15  14.795                  -250.914              
300     14.795                  -250.926              
400     15.654                  -251.430              
500     17.480                  -251.737              
600     19.741                  -251.871              
700     22.194                  -251.879              
800     24.714                  -251.787              
900     27.236                  -251.602              
1000    29.728                  -251.334              
1100    32.170                  -251.001              
1200    34.552                  -250.629              
1300    36.868                  -250.237              
1400    39.115                  -249.844              
1500    41.293                  -249.461              
1600    43.401                  -249.105              
1700    45.442                  -248.791              
1800    47.415                  -248.526              
1900    49.324                  -248.307              
2000    51.171                  -248.134              
2100    52.959                  -248.003              
2200    54.690                  -247.915              
2300    56.368                  -247.867              
2400    57.994                  -298.118              
2500    59.572                  -298.226              
2600    61.104                  -298.339              
2700    62.592                  -298.456              
2800    64.039                  -298.578              
2900    65.446                  -298.704              
3000    66.815                  -298.834              
3100    68.149                  -298.966              
3200    69.449                  -299.103              
3300    70.717                  -299.242              
3400    71.953                  -299.384              
3500    73.160                  -299.528              
