T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  125.520                 -380.744              
300     125.522                 -380.735              
400     129.980                 -379.169              
500     139.119                 -379.274              
600     150.004                 375.571               
700     161.421                 -371.197              
800     172.847                 -366.282              
900     184.050                 -360.909              
1000    194.926                 -355.130              
1100    205.435                 -349.006              
1200    215.564                 -342.565              
1300    225.322                 -335.799              
1400    234.724                 -328.701              
1500    243.791                 -321.266              
