T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     145.996                 -443.952              
200     105.914                 -443.369              
298.15  101.182                 -442.835              
300     101.183                 -442.829              
400     103.267                 -444.485              
500     107.277                 -443.823              
600     111.858                 -442.946              
700     116.541                 -441.858              
800     121.515                 -436.758              
900     126.510                 -435.321              
1000    131.221                 500.972               
1100    135.664                 -498.433              
1200    139.860                 -495.849              
1300    143.833                 -493.220              
1400    147.602                 -490.548              
1500    151.187                 -487.831              
1600    154.604                 -485.073              
1700    157.867                 -482.272              
1800    160.991                 -479.431              
1900    163.988                 -476.556              
2000    166.867                 -473.651              
