T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     32.865                  -70.748               
200     18.613                  -71.240               
298.15  16.485                  -71.546               
300     16.485                  -71.550               
400     17.639                  -71.613               
500     20.030                  -71.567               
600     22.912                  -71.496               
700     25.965                  -71.425               
800     29.042                  -71.363               
900     32.071                  -71.310               
1000    35.019                  -71.268               
1100    37.871                  -71.236               
1200    40.622                  -71.216               
1300    43.270                  -71.208               
1400    45.820                  -71.216               
1500    48.275                  -71.241               
1600    50.640                  -71.285               
1700    52.919                  -121.527              
1800    55.119                  -121.385              
1900    57.243                  -121.224              
2000    59.297                  -121.047              
2100    61.284                  -120.854              
2200    63.208                  -120.647              
2300    65.073                  -120.427              
2400    66.882                  -120.194              
2500    68.640                  -119.949              
2600    70.347                  -119.693              
2700    72.008                  -119.426              
2800    73.624                  -119.149              
2900    75.198                  -118.864              
3000    76.732                  -118.569              
3100    78.229                  -118.266              
3200    79.689                  -117.955              
3300    81.115                  -117.636              
3400    82.509                  -117.310              
3500    83.871                  -116.978              
3600    85.203                  -500.790              
3700    86.507                  -500.031              
3800    87.783                  -499.268              
3900    89.034                  -498.500              
4000    90.259                  -497.728              
