T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  181.172                 -1356.385             
300     181.175                 -1356.345             
400     187.500                 -1361.905             
500     199.611                 -1361.412             
600     213.385                 -1360.085             
700     227.415                 -1358.031             
800     241.179                 -1355.323             
900     254.542                 -1404.461             
1000    267.426                 -1399.313             
1100    279.762                 -1394.316             
1200    291.537                 1583.018              
1300    302.764                 -1576.541             
1400    313.471                 -1570.140             
1500    323.690                 -1563.809             
1600    333.453                 -1557.546             
1700    342.792                 -1551.347             
1800    351.738                 -1545.210             
1900    360.319                 -1539.134             
2000    368.560                 -1533.117             
2100    376.486                 -1527.159             
2200    384.118                 -1521.259             
2300    391.475                 -1515.418             
2400    398.577                 -1509.635             
2500    405.439                 -1503.912             
2600    412.076                 -1498.246             
2700    418.503                 -1492.640             
2800    424.731                 -1487.093             
2900    430.772                 -1481.607             
3000    436.637                 -1476.185             
