T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     28.539                  -606.343              
200     15.759                  -607.579              
298.15  13.770                  -608.354              
300     13.770                  -608.364              
400     14.886                  -608.688              
500     17.235                  -608.668              
600     20.098                  -608.440              
700     23.152                  -608.092              
800     26.244                  -607.680              
900     29.298                  -607.235              
1000    32.276                  -606.780              
1100    35.161                  -606.329              
1200    37.946                  -605.892              
1300    40.630                  -605.478              
1400    43.216                  -605.094              
1500    45.708                  -604.744              
1600    48.111                  -618.971              
1700    50.428                  -618.303              
1800    52.666                  -617.614              
1900    54.829                  -616.904              
2000    56.922                  -616.176              
2100    58.949                  -615.430              
2200    60.914                  -614.669              
2300    62.820                  -613.893              
2400    64.704                  -606.409              
2500    66.616                  -605.605              
2600    68.470                  -604.789              
2700    70.271                  -603.959              
2800    72.021                  -894.074              
2900    74.493                  -811.558              
3000    77.089                  -807.695              
3100    79.603                  -803.847              
3200    82.041                  -800.016              
3300    84.405                  -796.202              
3400    86.702                  -792.408              
3500    88.934                  -788.635              
3600    91.105                  -784.884              
3700    93.219                  -781.157              
3800    95.278                  -777.455              
3900    97.285                  -773.782              
4000    99.242                  -770.138              
4100    101.153                 -766.525              
4200    103.018                 -762.946              
4300    104.841                 -759.403              
4400    106.624                 -755.897              
4500    108.367                 -752.431              
4600    110.072                 -749.007              
4700    111.742                 -745.626              
4800    113.378                 -742.290              
4900    114.980                 -739.001              
5000    116.551                 -735.761              
