T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  248.498                 -495.387              
300     248.502                 -495.252              
400     255.641                 -488.190              
500     269.121                 -481.432              
600     284.216                 474.870               
700     299.352                 -468.450              
800     313.966                 -462.144              
900     327.866                 -455.933              
1000    341.012                 -449.808              
1100    353.426                 -443.762              
1200    365.152                 -437.791              
1300    376.241                 -431.891              
1400    386.748                 -426.061              
1500    396.721                 -420.301              
