T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     234.338                 227.078               
200     204.720                 226.911               
298.15  200.958                 226.731               
300     200.959                 226.728               
400     202.774                 226.527               
500     206.393                 226.227               
600     210.640                 225.804               
700     215.064                 225.294               
800     219.476                 224.747               
900     223.794                 224.198               
1000    227.984                 223.669               
1100    232.034                 223.170               
1200    235.941                 222.705               
1300    239.709                 222.275               
1400    243.344                 221.877               
1500    246.853                 221.506               
1600    250.242                 221.160               
1700    253.518                 220.833               
1800    256.688                 220.521               
1900    259.758                 220.222               
2000    262.733                 219.931               
2100    265.620                 219.647               
2200    268.422                 219.367               
2300    271.145                 219.088               
2400    273.793                 218.809               
2500    276.369                 218.527               
2600    278.878                 218.242               
2700    281.322                 217.950               
2800    283.706                 217.652               
2900    286.031                 217.346               
3000    288.301                 217.030               
3100    290.519                 216.705               
3200    292.686                 216.368               
3300    294.804                 216.019               
3400    296.877                 215.658               
3500    298.906                 215.285               
3600    300.892                 214.899               
3700    302.838                 214.499               
3800    304.745                 214.084               
3900    306.615                 213.655               
4000    308.449                 213.210               
4100    310.248                 212.750               
4200    312.015                 212.273               
4300    313.749                 211.779               
4400    315.453                 211.268               
4500    317.127                 210.740               
4600    318.772                 210.194               
4700    320.390                 209.630               
4800    321.981                 209.049               
4900    323.546                 208.450               
5000    325.086                 207.833               
5100    326.602                 207.201               
5200    328.094                 206.553               
5300    329.564                 205.889               
5400    331.012                 205.211               
5500    332.439                 204.517               
5600    333.845                 203.810               
5700    335.231                 203.090               
5800    336.597                 202.356               
5900    337.945                 201.610               
6000    339.274                 200.853               
