T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     53.066                  0.                    
200     34.888                  0.                    
298.15  32.671                  0.                    
300     32.671                  0.                    
400     33.664                  0.                    
500     35.578                  0.                    
600     37.764                  0.                    
700     39.999                  0.                    
800     42.200                  0.                    
900     44.336                  0.                    
1000    47.113                  0.                    
1100    49.888                  0.                    
1200    52.462                  0.                    
1300    54.859                  0.                    
1400    59.365                  0.                    
1500    67.509                  0.                    
1600    74.721                  0.                    
1700    81.162                  0.                    
1800    86.954                  0.                    
1900    92.198                  0.                    
2000    96.972                  0.                    
2100    101.341                 0.                    
2200    105.358                 0.                    
2300    109.067                 0.                    
2400    112.504                 0.                    
2500    115.701                 0.                    
2600    118.684                 0.                    
2700    121.476                 0.                    
2800    124.096                 0.                    
2900    126.561                 0.                    
3000    128.886                 0.                    
3100    131.084                 0.                    
3200    133.165                 0.                    
3300    135.140                 0.                    
3400    137.019                 0.                    
3500    138.807                 0.                    
3600    140.514                 0.                    
3700    142.144                 0.                    
3800    143.705                 0.                    
3900    145.200                 0.                    
4000    146.634                 0.                    
4100    148.013                 0.                    
4200    149.339                 0.                    
4300    150.616                 0.                    
4400    151.848                 0.                    
4500    153.037                 0.                    
4600    154.185                 0.                    
4700    155.297                 0.                    
4800    156.373                 0.                    
4900    157.416                 0.                    
5000    158.427                 0.                    
5100    159.410                 0.                    
5200    160.364                 0.                    
5300    161.293                 0.                    
5400    162.197                 0.                    
5500    163.077                 0.                    
5600    163.936                 0.                    
5700    164.773                 0.                    
5800    165.591                 0.                    
5900    166.390                 0.                    
6000    167.171                 0.                    
