T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     223.967                 386.184               
200     197.055                 386.496               
298.15  193.931                 386.392               
300     193.932                 386.387               
400     195.308                 385.996               
500     197.957                 385.437               
600     200.985                 384.773               
700     204.085                 384.063               
800     207.140                 383.351               
900     210.107                 382.667               
1000    212.971                 382.022               
1100    215.728                 381.418               
1200    218.382                 380.850               
1300    220.938                 380.313               
1400    223.399                 379.799               
1500    225.773                 379.299               
1600    228.063                 378.809               
1700    230.276                 378.323               
1800    232.415                 377.835               
1900    234.484                 377.343               
2000    236.489                 376.844               
2100    238.432                 376.335               
2200    240.317                 375.815               
2300    242.147                 375.282               
2400    243.925                 374.736               
2500    245.654                 374.174               
2600    247.336                 373.598               
2700    248.974                 373.005               
2800    250.570                 372.396               
2900    252.125                 371.770               
3000    253.643                 371.127               
3100    255.124                 370.466               
3200    256.570                 369.787               
3300    257.983                 369.089               
3400    259.364                 368.372               
3500    260.715                 367.636               
3600    262.037                 366.880               
3700    263.331                 366.103               
3800    264.598                 365.307               
3900    265.840                 364.489               
4000    267.057                 363.650               
4100    268.250                 362.790               
4200    269.420                 361.908               
4300    270.569                 361.003               
4400    271.696                 360.077               
4500    272.802                 359.129               
4600    273.889                 358.158               
4700    274.957                 357.164               
4800    276.007                 356.149               
4900    277.039                 355.111               
5000    278.053                 354.052               
5100    279.051                 352.971               
5200    280.033                 351.868               
5300    280.999                 350.745               
5400    281.950                 349.602               
5500    282.886                 348.438               
5600    283.809                 347.256               
5700    284.717                 346.054               
5800    285.612                 344.835               
5900    286.494                 343.599               
6000    287.363                 342.347               
