T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  153.396                 -344.251              
300     153.398                 -344.221              
400     156.460                 -342.557              
500     162.338                 -340.787              
600     169.470                 -336.158              
700     177.232                 -336.502              
800     185.051                 332.068               
900     192.686                 -327.623              
1000    200.035                 -323.164              
1100    207.063                 -318.689              
1200    213.766                 -314.194              
1300    220.153                 -309.687              
1400    226.241                 -305.181              
1500    232.049                 -300.686              
1600    237.595                 -296.207              
1700    242.900                 -291.751              
1800    247.979                 -287.320              
1900    252.850                 -282.917              
2000    257.528                 -278.544              
