T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     197.766                 440.816               
200     174.516                 442.050               
250     172.329                 442.438               
298.15  171.849                 442.667               
300     171.849                 442.673               
350     172.205                 442.782               
400     172.995                 442.783               
450     174.019                 442.696               
500     175.166                 442.543               
600     177.612                 442.100               
700     180.084                 441.545               
800     182.495                 440.928               
900     184.812                 440.274               
1000    187.027                 439.594               
1100    189.142                 438.890               
1200    191.160                 438.164               
1300    193.087                 437.414               
1400    194.930                 436.639               
1500    196.695                 435.835               
1600    198.388                 435.003               
1700    200.013                 434.141               
1800    201.576                 433.248               
1900    203.081                 432.324               
2000    204.531                 431.368               
2100    205.932                 430.381               
2200    207.285                 429.361               
2300    208.595                 428.309               
2400    209.863                 376.966               
2500    211.092                 375.772               
2600    212.285                 374.579               
2700    213.444                 373.386               
2800    214.570                 372.193               
2900    215.665                 371.001               
3000    216.731                 369.808               
3100    217.770                 368.615               
3200    218.783                 367.421               
3300    219.770                 366.227               
3400    220.734                 365.033               
3500    221.676                 363.837               
3600    222.596                 362.641               
3700    223.496                 361.445               
3800    224.376                 360.247               
3900    225.237                 359.048               
4000    226.081                 357.848               
4100    226.907                 356.648               
4200    227.717                 -124.404              
4300    228.511                 -124.520              
4400    229.290                 -124.639              
4500    230.054                 -124.761              
4600    230.804                 -124.886              
4700    231.541                 -125.015              
4800    232.264                 -125.148              
4900    232.975                 -125.285              
5000    233.674                 -125.425              
5100    234.362                 -125.570              
5200    235.038                 -125.719              
5300    235.703                 -125.872              
5400    236.357                 -126.030              
5500    237.001                 -126.192              
5600    237.636                 -126.358              
5700    238.261                 -126.529              
5800    238.876                 -126.704              
5900    239.483                 -126.884              
6000    240.080                 -127.068              
