T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     280.612                 -89.569               
200     249.788                 -90.799               
250     246.717                 -91.454               
298.15  246.022                 -92.048               
300     246.023                 -92.070               
350     246.557                 -92.650               
400     247.770                 -93.227               
450     249.373                 -93.830               
500     251.201                 -97.475               
600     255.171                 -98.637               
700     259.257                 -99.663               
800     263.281                 -100.616              
900     267.171                 -101.540              
1000    270.898                 -102.446              
1100    274.456                 -103.340              
1200    277.846                 -104.228              
1300    281.078                 -105.113              
1400    284.160                 -105.997              
1500    287.103                 -106.879              
1600    289.916                 -107.760              
1700    292.608                 -253.878              
1800    295.189                 -254.008              
1900    297.666                 -254.149              
2000    300.047                 -254.300              
2100    302.338                 -254.463              
2200    304.545                 -254.637              
2300    306.675                 -254.822              
2400    308.732                 -255.017              
2500    310.720                 -255.223              
2600    312.645                 -255.439              
2700    314.509                 -255.666              
2800    316.317                 -255.903              
2900    318.071                 -256.151              
3000    319.775                 -256.410              
3100    321.432                 -256.681              
3200    323.043                 -256.964              
3300    324.611                 -257.260              
3400    326.139                 -257.569              
3500    327.628                 -257.893              
3600    329.081                 -258.231              
3700    330.499                 -258.587              
3800    331.883                 -258.959              
3900    333.235                 -259.351              
4000    334.557                 -259.762              
4100    335.850                 -260.195              
4200    337.115                 -260.651              
4300    338.354                 -261.131              
4400    339.566                 -261.618              
4500    340.755                 -262.143              
4600    341.919                 -262.699              
4700    343.061                 -263.286              
4800    344.181                 -263.905              
4900    345.280                 -264.559              
5000    346.359                 -265.249              
5100    347.418                 -265.972              
5200    348.459                 -266.741              
5300    349.481                 -267.552              
5400    350.486                 -268.409              
5500    351.474                 -269.314              
5600    352.445                 -270.269              
5700    353.400                 -271.276              
5800    354.340                 -272.338              
5900    355.266                 -273.458              
6000    356.177                 -274.637              
