T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     271.878                 84.239                
200     246.724                 83.581                
250     244.280                 83.203                
298.15  243.736                 82.843                
300     243.736                 82.829                
350     244.147                 82.459                
400     245.069                 82.089                
450     246.274                 81.715                
500     247.633                 81.335                
600     250.549                 80.552                
700     253.513                 79.734                
800     256.410                 78.881                
900     259.198                 77.983                
1000    261.864                 77.033                
1100    264.408                 76.023                
1200    266.835                 71.235                
1300    269.153                 70.629                
1400    271.370                 70.024                
1500    273.492                 69.406                
1600    275.528                 68.758                
1700    277.482                 68.066                
1800    279.362                 67.314                
1900    281.171                 66.491                
2000    282.916                 65.582                
2100    284.600                 64.575                
2200    286.228                 42.135                
2300    287.802                 40.482                
2400    289.326                 38.846                
2500    290.803                 37.226                
2600    292.236                 35.624                
2700    293.627                 34.040                
2800    294.979                 32.474                
2900    296.293                 30.927                
3000    297.572                 29.401                
3100    298.817                 27.896                
3200    300.031                 26.411                
3300    301.214                 24.949                
3400    302.369                 23.510                
3500    303.496                 22.093                
3600    304.596                 20.699                
3700    305.672                 19.330                
3800    306.724                 17.984                
3900    307.753                 16.662                
4000    308.760                 15.363                
4100    309.746                 14.089                
4200    310.712                 12.839                
4300    311.659                 11.613                
4400    312.587                 10.410                
4500    313.498                 9.231                 
4600    314.391                 8.075                 
4700    315.268                 6.943                 
4800    316.129                 -555.103              
4900    316.975                 -555.842              
5000    317.806                 -556.576              
5100    318.623                 -557.303              
5200    319.427                 -558.023              
5300    320.217                 -558.735              
5400    320.994                 -559.437              
5500    321.759                 -560.129              
5600    322.512                 -560.809              
5700    323.254                 -561.477              
5800    323.984                 -562.132              
5900    324.704                 -562.773              
6000    325.413                 -563.398              
