T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     241.134                 28.751                
200     213.516                 25.790                
250     210.843                 24.331                
298.15  210.243                 22.886                
300     210.244                 22.831                
350     210.704                 20.636                
400     211.755                 19.164                
450     213.154                 17.806                
500     214.764                 16.562                
600     218.323                 14.408                
700     222.080                 12.664                
800     225.879                 11.279                
900     229.648                 10.195                
1000    233.348                 9.356                 
1100    236.960                 8.712                 
1200    240.474                 -55.351               
1300    243.888                 -54.952               
1400    247.199                 -54.469               
1500    250.411                 -53.925               
1600    253.524                 -53.336               
1700    256.543                 -52.717               
1800    259.470                 -52.077               
1900    262.311                 -51.424               
2000    265.068                 -50.766               
2100    267.746                 -50.107               
2200    270.347                 -49.451               
2300    272.877                 -48.800               
2400    275.337                 -48.158               
2500    277.732                 -47.526               
2600    280.063                 -46.906               
2700    282.335                 -46.299               
2800    284.550                 -45.707               
2900    286.711                 -45.129               
3000    288.819                 -44.567               
3100    290.877                 -44.022               
3200    292.888                 -43.495               
3300    294.853                 -42.984               
3400    296.775                 -42.493               
3500    298.654                 -42.020               
3600    300.494                 -41.566               
3700    302.294                 -41.132               
3800    304.058                 -40.718               
3900    305.786                 -40.324               
4000    307.480                 -39.951               
4100    309.141                 -39.599               
4200    310.770                 -39.268               
4300    312.369                 -38.958               
4400    313.938                 -38.670               
4500    315.478                 -38.403               
4600    316.991                 -38.157               
4700    318.478                 -37.932               
4800    319.939                 -37.728               
4900    321.375                 -37.544               
5000    322.787                 -37.380               
5100    324.176                 -37.236               
5200    325.543                 -37.110               
5300    326.887                 -37.002               
5400    328.211                 -36.911               
5500    329.514                 -36.837               
5600    330.798                 -36.777               
5700    332.062                 -36.732               
5800    333.307                 -36.699               
5900    334.534                 -36.679               
6000    335.744                 -36.668               
