T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  176.008                 688.126               
300     176.008                 688.151               
350     176.261                 688.783               
400     176.823                 689.291               
450     177.550                 689.593               
500     178.363                 689.630               
600     180.087                 689.166               
700     181.817                 689.514               
800     183.488                 689.363               
900     185.082                 689.660               
1000    186.596                 690.001               
1100    188.034                 682.038               
1200    189.406                 682.293               
1300    190.718                 682.748               
1400    191.979                 683.388               
1500    193.195                 684.199               
1600    194.371                 685.159               
1700    195.512                 686.240               
1800    196.621                 687.412               
1900    197.701                 688.643               
2000    198.755                 689.896               
2100    199.783                 691.137               
2200    200.787                 552.808               
2300    201.767                 554.753               
2400    202.724                 556.492               
2500    203.659                 558.011               
2600    204.573                 559.308               
2700    205.465                 560.383               
2800    206.337                 561.246               
2900    207.188                 561.909               
3000    208.019                 562.391               
3100    208.831                 562.710               
3200    209.623                 562.889               
3300    210.397                 562.957               
3400    211.153                 562.925               
3500    211.891                 562.817               
3600    212.612                 562.651               
3700    213.316                 562.445               
3800    214.004                 562.212               
3900    214.677                 561.967               
4000    215.334                 561.718               
4100    215.977                 561.475               
4200    216.606                 561.243               
4300    217.221                 561.024               
4400    217.822                 560.824               
4500    218.411                 560.643               
4600    218.987                 560.490               
4700    219.552                 560.378               
4800    220.104                 560.267               
4900    220.646                 560.181               
5000    221.177                 560.110               
5100    221.697                 560.078               
5200    222.208                 560.043               
5300    222.708                 560.023               
5400    223.199                 560.016               
5500    223.681                 560.052               
5600    224.154                 560.126               
5700    224.618                 560.160               
5800    225.075                 560.226               
5900    225.523                 560.420               
6000    225.963                 560.494               
