T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  125.520                 -380.744              
300     125.522                 -380.735              
400     129.980                 -379.169              
500     139.119                 -379.274              
600     158.909                 -345.150              
700     177.636                 -340.312              
800     194.568                 -335.624              
900     209.980                 -331.077              
1000    224.103                 -326.647              
1100    237.125                 -322.313              
1200    249.199                 -318.059              
1300    260.449                 -313.876              
1400    270.978                 -309.751              
1500    280.871                 -305.678              
