T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     229.267                 -243.461              
200     202.590                 -244.410              
298.15  199.511                 -245.371              
300     199.511                 -245.389              
400     200.848                 -246.362              
500     203.406                 -247.278              
600     206.320                 -248.122              
700     209.297                 -248.890              
800     212.226                 -249.581              
900     215.066                 -250.195              
1000    217.805                 -250.737              
1100    220.439                 -251.211              
1200    222.972                 -251.624              
1300    225.411                 -251.981              
1400    227.759                 -252.289              
1500    230.023                 -252.556              
1600    232.209                 -252.786              
1700    234.321                 -252.985              
1800    236.364                 -253.159              
1900    238.343                 -253.311              
2000    240.261                 -253.445              
2100    242.122                 -253.566              
2200    243.929                 -253.675              
2300    245.686                 -253.775              
2400    247.394                 -253.870              
2500    249.057                 -253.961              
2600    250.676                 -254.048              
2700    252.255                 -254.136              
2800    253.794                 -254.223              
2900    255.297                 -254.313              
3000    256.764                 -254.405              
3100    258.197                 -254.500              
3200    259.598                 -254.600              
3300    260.968                 -254.705              
3400    262.309                 -254.815              
3500    263.622                 -254.932              
3600    264.907                 -255.056              
3700    266.166                 -255.187              
3800    267.401                 -255.326              
3900    268.611                 -255.473              
4000    269.799                 -255.629              
4100    270.964                 -255.794              
4200    272.107                 -255.968              
4300    273.230                 -256.152              
4400    274.334                 -256.346              
4500    275.418                 -256.551              
4600    276.483                 -256.766              
4700    277.531                 -256.992              
4800    278.561                 -257.229              
4900    279.575                 -257.477              
5000    280.572                 -257.735              
5100    281.554                 -258.006              
5200    282.520                 -258.287              
5300    283.472                 -258.580              
5400    284.410                 -258.883              
5500    285.333                 -259.198              
5600    286.243                 -259.524              
5700    287.140                 -259.860              
5800    288.025                 -260.206              
5900    288.897                 -260.563              
6000    289.757                 -260.931              
