T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  114.935                 -703.727              
300     114.936                 -703.714              
400     117.996                 -702.668              
500     124.005                 -701.252              
600     130.949                 -699.631              
700     138.102                 -697.807              
800     145.240                 -694.343              
900     152.503                 -689.523              
1000    159.727                 -684.833              
1100    166.794                 680.265               
1200    173.645                 -675.811              
1300    180.258                 -671.472              
1400    186.624                 -667.247              
1500    192.746                 -663.139              
1600    198.633                 -659.152              
1700    204.293                 -655.290              
1800    209.740                 -651.560              
1900    214.985                 -647.968              
2000    220.040                 -644.523              
