Zirconium Nitride (ZrN)	N1Zr1(cr,l)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-6.590	-362.020	-362.020	INFINITE
100	15.548	8.134	68.383	-6.025	-363.793	-355.210	185.543
200	31.765	24.376	42.325	-3.590	-365.006	-346.073	90.385
298.15	40.443	38.861	38.861	0.	-365.263	-336.697	58.988
300	40.556	39.112	38.862	0.075	-365.262	-336.519	58.593
400	44.756	51.399	40.508	4.356	-364.999	-326.969	42.698
500	47.078	61.649	43.741	8.954	-364.495	-317.516	33.171
600	48.660	70.378	47.471	13.744	-363.888	-308.176	26.829
700	49.894	77.974	51.298	18.673	-363.247	-298.942	22.307
800	50.940	84.706	55.061	23.716	-362.609	-289.799	18.922
900	51.882	90.760	58.697	28.857	-362.003	-280.734	16.293
1000	52.752	96.272	62.183	34.089	-361.447	-271.735	14.194
1100	53.580	101.339	65.515	39.406	-360.950	-262.788	12.479
1200	54.379	106.036	68.698	44.804	-364.228	-253.662	11.042
1300	55.153	110.419	71.741	50.281	-363.317	-244.485	9.824
1400	55.915	114.534	74.652	55.835	-362.391	-235.379	8.782
1500	56.668	118.418	77.442	61.464	-361.459	-226.339	7.882
1600	57.409	122.099	80.119	67.168	-360.532	-217.362	7.096
1700	58.141	125.601	82.692	72.945	-359.618	-208.442	6.405
1800	58.873	128.945	85.169	78.796	-358.727	-199.575	5.792
1900	59.597	132.147	87.558	84.720	-357.869	-190.757	5.244
2000	60.321	135.223	89.865	90.716	-357.054	-181.983	4.753
2100	60.973	138.181	92.096	96.780	-356.296	-173.248	4.309
2200	61.756	141.036	94.256	102.917	-376.922	-163.802	3.889
2300	62.471	143.797	96.350	109.128	-376.712	-154.119	3.500
2400	63.187	146.471	98.383	115.411	-376.435	-144.447	3.144
2500	63.898	149.065	100.359	121.765	-376.093	-134.788	2.816
2600	64.614	151.585	102.281	128.191	-375.685	-125.143	2.514
2700	65.321	154.037	104.152	134.688	-375.210	-115.516	2.235
2800	66.032	156.425	105.977	141.255	-374.669	-105.907	1.976
2900	66.743	158.755	107.757	147.894	-374.060	-96.319	1.735
3000	67.450	161.029	109.495	154.604	-373.384	-86.754	1.511
3100	68.157	163.252	111.193	161.384	-372.641	-77.211	1.301
3200	68.864	165.428	112.854	168.235	-371.830	-67.694	1.105
3225.000	69.041	165.964	113.264	169.959	CRYSTAL <--> LIQUID
3225.000	58.576	186.852	113.264	237.321	TRANSITION
3300	58.576	188.198	114.952	241.715	-304.394	-59.760	0.946
3400	58.576	189.947	117.132	247.572	-304.583	-52.345	0.804
3500	58.576	191.645	119.236	253.430	-304.774	-44.923	0.670
3600	58.576	193.295	121.271	259.287	-304.968	-37.496	0.544
3700	58.576	194.900	123.239	265.145	-305.164	-30.063	0.424
3800	58.576	196.462	125.146	271.003	-305.362	-22.626	0.311
3900	58.576	197.984	126.994	276.860	-305.563	-15.183	0.203
4000	58.576	199.467	128.787	282.718	-305.766	-7.734	0.101
4100	58.576	200.913	130.529	288.575	-305.971	-0.281	0.004
4200	58.576	202.325	132.222	294.433	-306.178	7.177	-0.089
4300	58.576	203.703	133.868	300.291	-306.387	14.641	-0.178
4400	58.576	205.050	135.470	306.148	-306.597	22.109	-0.262
4500	58.576	206.366	137.031	312.006	-306.810	29.582	-0.343
4600	58.576	207.653	138.553	317.863	-307.024	37.059	-0.421
4700	58.576	208.913	140.036	323.721	-307.240	44.542	-0.495
4800	58.576	210.146	141.484	329.579	-868.394	63.646	-0.693
4900	58.576	211.354	142.898	335.436	-868.265	83.062	-0.885
5000	58.576	212.538	144.279	341.294	-868.155	102.476	-1.071
5100	58.576	213.698	145.629	347.151	-868.062	121.888	-1.248
5200	58.576	214.835	146.949	353.009	-867.986	141.298	-1.419
5300	58.576	215.951	148.240	358.867	-867.923	160.706	-1.584
5400	58.576	217.046	149.504	364.724	-867.875	180.114	-1.742
5500	58.576	218.120	150.742	370.582	-867.838	199.521	-1.895
5600	58.576	219.176	151.955	376.439	-867.811	218.927	-2.042
5700	58.576	220.213	153.143	382.297	-867.795	238.333	-2.184
5800	58.576	221.231	154.308	388.155	-867.787	257.739	-2.321
5900	58.576	222.233	155.451	394.012	-867.786	277.144	-2.454
6000	58.576	223.217	156.572	399.870	-867.792	296.550	-2.582
