Cobalt Chloride ((CoCl2)2)	Cl4Co2(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-30.198	-352.913	-352.913	INFINITE
100	100.830	322.221	559.182	-23.696	-353.278	-346.163	180.817
200	121.951	400.502	461.920	-12.283	-351.761	-339.640	88.705
250	125.421	428.124	452.488	-6.091	-351.117	-336.687	70.347
298.15	127.432	450.400	450.400	0.	-350.619	-333.955	58.507
300	127.493	451.189	450.403	0.236	-350.601	-333.851	58.129
350	128.835	470.949	451.960	6.646	-350.154	-331.096	49.413
400	129.766	488.217	455.436	13.113	-349.800	-328.399	42.885
450	130.455	503.543	459.946	19.619	-349.543	-325.740	37.811
500	131.001	517.317	465.006	26.156	-349.376	-323.106	33.755
600	131.862	541.281	475.780	39.301	-349.283	-317.865	27.673
700	132.569	561.662	486.629	52.523	-349.477	-312.617	23.328
800	133.183	579.405	497.141	65.811	-350.788	-307.199	20.058
900	133.716	595.123	507.171	79.157	-351.571	-301.707	17.511
1000	134.167	609.236	516.684	92.552	-352.794	-296.106	15.467
1100	134.536	622.041	525.689	105.988	-354.531	-290.358	13.788
1200	134.829	633.760	534.213	119.457	-356.857	-284.426	12.381
1300	135.052	644.562	542.291	132.951	-360.073	-278.267	11.181
1400	135.216	654.576	549.958	146.465	-364.438	-271.817	10.142
1500	135.330	663.909	557.248	159.993	-366.787	-265.114	9.232
1600	135.406	672.646	564.190	173.530	-368.637	-258.274	8.432
1700	135.451	680.856	570.814	187.073	-370.301	-251.325	7.722
1800	135.473	688.599	577.144	200.619	-404.514	-243.691	7.072
1900	135.478	695.924	583.205	214.167	-406.721	-234.696	6.452
2000	135.472	702.873	589.016	227.714	-408.948	-225.585	5.892
2100	135.460	709.483	594.596	241.261	-411.199	-216.362	5.382
2200	135.443	715.784	599.963	254.806	-413.476	-207.030	4.916
2300	135.426	721.804	605.130	268.350	-415.781	-197.595	4.488
2400	135.410	727.567	610.113	281.891	-418.117	-188.059	4.093
2500	135.396	733.095	614.922	295.432	-420.486	-178.424	3.728
2600	135.385	738.405	619.570	308.971	-422.891	-168.695	3.389
2700	135.378	743.514	624.067	322.509	-425.333	-158.871	3.074
2800	135.375	748.438	628.421	336.046	-427.814	-148.957	2.779
2900	135.377	753.188	632.642	349.584	-430.333	-138.954	2.503
3000	135.384	757.778	636.737	363.122	-432.891	-128.863	2.244
3100	135.394	762.217	640.714	376.661	-435.487	-118.686	2.000
3200	135.410	766.516	644.578	390.201	-1187.745	-104.879	1.712
3300	135.429	770.683	648.337	403.743	-1187.558	-71.042	1.125
3400	135.451	774.726	651.995	417.287	-1187.407	-37.211	0.572
3500	135.478	778.653	655.558	430.833	-1187.289	-3.383	0.050
3600	135.507	782.470	659.030	444.382	-1187.203	30.441	-0.442
3700	135.539	786.183	662.417	457.935	-1187.148	64.264	-0.907
3800	135.573	789.798	665.722	471.490	-1187.120	98.085	-1.348
3900	135.609	793.320	668.948	485.049	-1187.119	131.906	-1.767
4000	135.647	796.754	672.101	498.612	-1187.140	165.728	-2.164
4100	135.686	800.104	675.182	512.179	-1187.182	199.550	-2.542
4200	135.726	803.374	678.196	525.749	-1187.242	233.374	-2.902
4300	135.768	806.568	681.144	539.324	-1187.316	267.199	-3.246
4400	135.809	809.690	684.030	552.903	-1187.402	301.026	-3.574
4500	135.851	812.742	686.857	566.486	-1187.498	334.854	-3.887
4600	135.893	815.729	689.626	580.073	-1187.600	368.686	-4.187
4700	135.935	818.652	692.340	593.665	-1187.708	402.519	-4.473
4800	135.977	821.514	695.002	607.260	-1187.818	436.355	-4.749
4900	136.018	824.318	697.612	620.860	-1187.930	470.193	-5.012
5000	136.059	827.067	700.174	634.464	-1188.041	504.033	-5.266
5100	136.098	829.761	702.688	648.072	-1188.152	537.876	-5.509
5200	136.137	832.404	705.158	661.683	-1188.260	571.720	-5.743
5300	136.175	834.998	707.583	675.299	-1188.366	605.567	-5.968
5400	136.212	837.544	709.966	688.918	-1188.468	639.416	-6.185
5500	136.247	840.043	712.309	702.541	-1188.568	673.267	-6.394
5600	136.282	842.499	714.612	716.168	-1188.666	707.119	-6.596
5700	136.315	844.911	716.876	729.798	-1188.762	740.973	-6.790
5800	136.346	847.282	719.104	743.431	-1188.858	774.830	-6.978
5900	136.377	849.613	721.297	757.067	-1188.864	808.680	-7.160
6000	136.406	851.906	723.455	770.706	-1188.939	842.537	-7.335
