Lead Oxide (Pb3O4)	O4Pb3(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.000	0.000	INFINITE	-30.188	-710.871	-710.871	INFINITE
100	87.195	79.860	331.486	-25.163	-716.955	-679.231	354.794
200	130.122	155.101	225.392	-14.058	-719.246	-640.309	167.232
298.15	154.934	211.961	211.961	0.000	-718.686	-601.606	105.399
300	155.344	212.921	211.964	0.287	-718.656	-600.879	104.622
400	173.050	260.195	218.289	16.762	-716.310	-561.936	73.381
500	184.096	300.077	230.766	34.656	-712.976	-523.715	54.712
600	190.790	334.272	245.237	53.421	-709.197	-486.213	42.329
700	194.974	363.996	260.126	72.709	-719.884	-446.962	33.353
800	199.158	390.305	274.785	92.416	-715.902	-408.241	26.655
900	203.342	414.004	288.958	112.541	-711.544	-370.041	21.477
1000	207.526	435.645	302.560	133.084	-706.789	-332.348	17.360
1100	211.710	455.620	315.578	154.046	-701.619	-295.150	14.016
1200	215.894	474.221	328.032	175.426	-696.018	-258.442	11.250
1300	220.078	491.667	339.955	197.225	-689.997	-222.219	8.929
1400	224.262	508.130	351.385	219.442	-683.595	-186.474	6.957
1500	228.446	523.745	362.360	242.078	-676.835	-151.199	5.265
