Radon, Ion (Rn+)	Rn1+(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-6.197	1037.073				
100	20.786	165.054	206.241	-4.119						
200	20.786	179.461	189.662	-2.040						
250	20.786	184.100	188.103	-1.001						
298.15	20.786	187.761	187.761	0.	1043.270	1033.579	-181.079
300	20.786	187.889	187.761	0.038	1043.309	1033.519	-179.952
350	20.786	191.094	188.014	1.078	1044.348	1031.805	-153.988
400	20.786	193.869	188.577	2.117	1045.387	1029.942	-134.497
450	20.786	196.317	189.303	3.156	1046.427	1027.949	-119.321
500	20.786	198.507	190.116	4.196	1047.466	1025.840	-107.169
600	20.786	202.297	191.840	6.274	1049.545	1021.320	-88.914
700	20.786	205.501	193.569	8.353	1051.623	1016.451	-75.849
800	20.786	208.277	195.238	10.431	1053.702	1011.285	-66.030
900	20.786	210.725	196.825	12.510	1055.780	1005.858	-58.378
1000	20.786	212.915	198.327	14.589	1057.859	1000.200	-52.245
1100	20.786	214.896	199.744	16.667	1059.938	994.333	-47.217
1200	20.786	216.705	201.083	18.746	1062.016	988.277	-43.019
1300	20.786	218.369	202.350	20.824	1064.095	982.048	-39.459
1400	20.786	219.909	203.550	22.903	1066.173	975.659	-36.402
1500	20.786	221.343	204.689	24.982	1068.252	969.121	-33.748
1600	20.786	222.685	205.772	27.060	1070.331	962.445	-31.421
1700	20.786	223.945	206.804	29.139	1072.409	955.638	-29.363
1800	20.786	225.133	207.790	31.217	1074.488	948.709	-27.531
1900	20.786	226.257	208.733	33.296	1076.566	941.665	-25.888
2000	20.786	227.323	209.636	35.375	1078.645	934.511	-24.407
2100	20.786	228.337	210.502	37.453	1080.724	927.253	-23.064
2200	20.786	229.304	211.335	39.532	1082.802	919.896	-21.841
2300	20.786	230.228	212.137	41.610	1084.881	912.445	-20.722
2400	20.786	231.113	212.909	43.689	1086.959	904.903	-19.695
2500	20.786	231.961	213.654	45.768	1089.038	897.275	-18.748
2600	20.786	232.777	214.374	47.846	1091.117	889.563	-17.872
2700	20.786	233.561	215.070	49.925	1093.195	881.772	-17.059
2800	20.786	234.317	215.744	52.004	1095.274	873.903	-16.303
2900	20.786	235.046	216.397	54.082	1097.352	865.961	-15.598
3000	20.786	235.751	217.031	56.161	1099.431	857.946	-14.938
3100	20.787	236.433	217.646	58.239	1101.510	849.862	-14.320
3200	20.787	237.093	218.243	60.318	1103.588	841.711	-13.740
3300	20.787	237.732	218.824	62.397	1105.667	833.496	-13.193
3400	20.788	238.353	219.389	64.476	1107.746	825.217	-12.678
3500	20.788	238.955	219.940	66.554	1109.825	816.877	-12.191
3600	20.789	239.541	220.476	68.633	1111.903	808.478	-11.731
3700	20.790	240.111	220.999	70.712	1113.982	800.020	-11.294
3800	20.791	240.665	221.510	72.791	1116.061	791.507	-10.880
3900	20.792	241.205	222.008	74.870	1118.140	782.939	-10.486
4000	20.794	241.732	222.494	76.949	1120.220	774.318	-10.112
4100	20.796	242.245	222.970	79.029	1122.299	765.644	-9.754
4200	20.798	242.746	223.435	81.109	1124.379	756.920	-9.414
4300	20.800	243.236	223.889	83.189	1126.459	748.147	-9.088
4400	20.803	243.714	224.335	85.269	1128.539	739.325	-8.777
4500	20.807	244.181	224.770	87.349	1130.619	730.456	-8.479
4600	20.811	244.639	225.197	89.430	1132.700	721.540	-8.193
4700	20.815	245.086	225.616	91.511	1134.782	712.579	-7.919
4800	20.820	245.525	226.026	93.593	1136.863	703.574	-7.656
4900	20.825	245.954	226.428	95.675	1138.946	694.526	-7.404
5000	20.831	246.375	226.823	97.758	1141.028	685.435	-7.161
5100	20.838	246.787	227.211	99.842	1143.112	676.303	-6.927
5200	20.845	247.192	227.591	101.926	1145.196	667.129	-6.701
5300	20.853	247.589	227.964	104.011	1147.281	657.916	-6.484
5400	20.861	247.979	228.332	106.096	1149.367	648.663	-6.275
5500	20.870	248.362	228.692	108.183	1151.453	639.371	-6.072
5600	20.879	248.738	229.047	110.270	1153.541	630.042	-5.877
5700	20.890	249.108	229.396	112.359	1155.629	620.675	-5.688
5800	20.901	249.471	229.739	114.448	1157.719	611.272	-5.505
5900	20.912	249.828	230.076	116.539	1159.809	601.832	-5.328
6000	20.924	250.180	230.408	118.631	1161.901	592.357	-5.157
