Lithium Fluoride (LiF)	F1Li1(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-6.473	-614.369	-614.369	INFINITE
100	12.816	4.858	65.944	-6.109	-615.953	-607.186	317.162
200	32.803	20.690	39.225	-3.707	-616.858	-597.965	156.172
298.15	41.815	35.660	35.660	0.	-616.931	-588.660	103.131
300	41.936	35.919	35.661	0.077	-616.928	-588.485	102.464
400	46.543	48.706	37.373	4.533	-616.682	-579.039	75.615
500	49.329	59.401	40.738	9.331	-619.500	-569.345	59.479
600	51.589	68.597	44.633	14.378	-619.173	-559.341	48.695
700	53.723	76.711	48.647	19.645	-618.607	-549.410	40.997
800	55.731	84.016	52.619	25.118	-617.835	-539.575	35.231
900	57.697	90.695	56.483	30.790	-616.881	-529.848	30.752
1000	59.580	96.871	60.217	36.654	-615.749	-520.237	27.174
1100	61.505	102.642	63.814	42.710	-614.434	-510.748	24.253
1121.300	61.883	103.825	64.563	44.024	CRYSTAL <--> LIQUID
1200	63.245	108.068	67.278	48.948	612.944  501.386 21.825
1300	64.892	113.196	70.615	55.356	-611.294	-492.155	19.775
1400	66.445	118.063	73.832	61.923	-609.487	-483.058	18.023
1500	67.906	122.697	76.936	68.642	-607.532	-474.094	16.509
1600	69.274	127.124	79.936	75.502	-605.436	-465.266	15.189
1700	70.549	131.363	82.837	82.494	-748.444	-449.397	13.808
1800	71.731	135.429	85.647	89.608	-745.339	-431.895	12.533
1900	72.821	139.337	88.370	96.837	-742.129	-414.569	11.397
2000	73.817	143.098	91.013	104.169	-738.820	-397.414	10.379
2100	74.720	146.722	93.580	111.597	-735.423	-380.427	9.463
2200	75.530	150.217	96.076	119.110	-731.944	-363.603	8.633
2300	76.248	153.590	98.503	126.700	-728.394	-346.940	7.879
2400	76.872	156.849	100.867	134.357	-724.780	-330.432	7.192
2500	77.404	159.998	103.170	142.071	-721.112	-314.076	6.562
